timestamp,node_id,voltage_level,frequency_signal,power_flow,reactive_power,communication_log_size,access_behavior,temporal_entropy,spectral_energy,spatial_correlation,wavelet_coeff_avg,wavelet_coeff_std,threat_probability,attack_type,risk_score,uncertainty,policy_action,reward_value,ip_mutation,port_rotation,env_diversification,mtd_strategy_used,attack_detected
2024-01-02 10:45:00,N30,236.53,49.59,95.15,26.26,3397,command_exec,0.83,12.39,0.64,-0.889,0.347,0.94,None,1.0,0.18,increase_monitoring,0.79,1,0,0,IP,1
2024-01-02 11:00:00,N16,203.2,50.04,88.68,27.14,4944,logout,0.39,11.69,0.37,-0.942,0.115,0.89,DoS,0.48,0.33,alert_operator,0.99,1,0,1,IP,0
2024-01-02 11:15:00,N12,235.52,49.98,70.2,28.09,8068,file_access,0.59,18.4,0.45,-0.159,0.368,0.03,MITM,0.79,0.48,increase_monitoring,0.06,1,0,1,IP+Port,0
2024-01-02 11:30:00,N31,237.87,49.85,91.1,32.86,9758,file_access,0.37,18.37,0.65,-0.792,0.306,0.14,False Data Injection,0.03,0.07,isolate_node,0.07,1,0,0,IP,0
2024-01-02 11:45:00,N10,228.0,50.49,125.21,25.25,7759,file_access,0.71,17.16,0.54,0.015,0.432,0.39,MITM,0.03,0.4,restrict_access,0.68,1,0,1,IP+Port,1
2024-01-02 12:00:00,N10,207.76,49.91,118.17,34.08,3458,login,0.25,17.25,0.85,-0.989,0.089,0.83,Zero-Day,0.48,0.17,isolate_node,0.64,0,0,0,Env,1
2024-01-02 12:15:00,N5,222.33,49.85,70.26,31.36,3134,file_access,0.17,19.44,0.5,0.746,0.433,0.74,Insider,0.89,0.43,restrict_access,0.06,1,1,1,IP,0
2024-01-02 12:30:00,N40,222.99,50.19,79.08,33.07,8808,command_exec,1.0,12.45,0.44,-0.744,0.373,0.38,Insider,0.27,0.04,isolate_node,0.34,0,0,1,Port,1
2024-01-02 12:45:00,N41,225.84,50.22,87.42,27.04,7887,command_exec,0.96,5.31,0.81,-0.57,0.025,0.4,Zero-Day,0.13,0.41,increase_monitoring,0.4,1,1,0,IP+Port,1
2024-01-02 13:00:00,N24,243.24,50.11,93.19,21.76,2347,login,0.52,5.16,0.47,-0.878,0.498,0.73,Zero-Day,0.07,0.38,increase_monitoring,0.64,0,0,1,Env,1
2024-01-02 13:15:00,N50,250.91,50.13,144.56,25.39,5159,login,0.46,7.96,0.52,0.337,0.097,0.61,DoS,0.89,0.31,increase_monitoring,0.01,0,0,1,Port,0
2024-01-02 13:30:00,N41,235.89,49.95,84.96,30.66,8577,file_access,0.87,14.45,0.71,-0.606,0.142,0.35,DoS,0.97,0.18,alert_operator,0.87,0,1,1,Port,1
2024-01-02 13:45:00,N11,224.39,49.85,111.27,23.88,8688,login,0.19,7.85,0.57,-0.779,0.124,0.92,DoS,0.46,0.02,isolate_node,0.58,0,1,1,IP+Env,1
2024-01-02 14:00:00,N28,233.31,49.91,115.49,32.7,2533,command_exec,0.85,19.76,0.52,-0.749,0.228,0.59,Zero-Day,0.27,0.17,isolate_node,0.85,1,0,1,IP+Env,0
2024-01-02 14:15:00,N39,221.54,49.95,90.64,36.95,6761,file_access,0.78,16.49,0.5,-0.828,0.033,0.99,MITM,0.95,0.0,alert_operator,0.0,0,1,1,Env,0
2024-01-02 14:30:00,N21,219.58,50.32,88.66,28.93,6850,login,0.83,7.69,0.62,-0.628,0.156,0.17,None,0.46,0.43,isolate_node,0.11,0,1,1,None,0
2024-01-02 14:45:00,N42,240.9,50.15,89.75,31.38,8122,login,0.97,7.48,0.84,-0.973,0.4,0.98,False Data Injection,0.8,0.14,isolate_node,0.77,1,0,1,Env,0
2024-01-02 15:00:00,N6,212.19,50.07,121.89,25.56,8229,logout,0.43,19.19,0.61,0.912,0.304,0.35,DoS,0.17,0.27,restrict_access,0.12,0,1,1,IP+Port,1
2024-01-02 15:15:00,N22,228.02,49.91,92.41,29.47,1762,logout,0.48,7.28,0.79,-0.077,0.432,0.93,Zero-Day,0.93,0.22,alert_operator,0.99,0,1,0,Port,1
2024-01-02 15:30:00,N23,207.56,50.06,107.45,31.44,6948,logout,0.43,6.26,0.45,-0.529,0.488,0.75,Insider,0.43,0.15,increase_monitoring,0.79,1,0,0,IP+Env,1
2024-01-02 15:45:00,N21,222.32,49.84,90.83,39.05,3150,file_access,0.75,13.18,0.65,0.863,0.181,0.21,Insider,0.1,0.44,restrict_access,0.33,0,1,1,None,0
2024-01-02 16:00:00,N46,221.55,50.02,103.64,31.14,4307,file_access,0.82,7.7,0.36,0.351,0.226,0.74,Zero-Day,0.87,0.29,increase_monitoring,0.38,1,0,1,IP,0
2024-01-02 16:15:00,N14,221.3,50.38,79.28,30.63,5832,file_access,0.2,8.43,0.5,-0.549,0.14,0.7,False Data Injection,0.89,0.11,isolate_node,0.67,0,0,0,Port,1
2024-01-02 16:30:00,N45,219.85,49.57,115.91,32.9,2036,login,0.13,5.87,0.34,-0.239,0.089,0.67,MITM,0.58,0.36,alert_operator,0.18,0,0,1,IP,0
2024-01-02 16:45:00,N10,234.9,50.12,133.1,29.96,8335,command_exec,0.27,15.96,0.76,0.322,0.272,0.74,Zero-Day,0.77,0.09,restrict_access,0.93,0,1,0,IP,1
2024-01-02 17:00:00,N17,242.81,49.3,104.96,36.62,9946,logout,0.59,19.2,0.26,0.662,0.046,0.27,Insider,0.72,0.28,isolate_node,0.09,1,0,0,None,0
2024-01-02 17:15:00,N19,228.4,50.08,98.66,28.14,1881,command_exec,0.36,9.97,0.35,-0.676,0.483,0.28,Zero-Day,0.94,0.14,alert_operator,0.77,1,1,0,None,1
2024-01-02 17:30:00,N24,239.66,49.63,69.41,28.81,8480,file_access,0.12,17.65,0.44,-0.35,0.38,0.45,None,0.84,0.45,increase_monitoring,0.04,0,0,0,IP+Env,1
2024-01-02 17:45:00,N37,223.05,49.85,99.6,31.58,2982,command_exec,0.76,13.99,0.36,0.189,0.335,0.9,False Data Injection,0.7,0.06,alert_operator,0.37,1,0,0,IP,0
2024-01-02 18:00:00,N45,223.79,49.75,109.12,26.37,2763,command_exec,1.0,16.46,0.57,-0.104,0.385,0.77,DoS,0.89,0.38,isolate_node,0.75,1,1,0,Env,1
2024-01-02 18:15:00,N19,218.62,49.85,123.57,26.35,6000,logout,0.66,10.43,0.47,-0.213,0.041,0.52,False Data Injection,0.93,0.45,alert_operator,0.42,0,0,0,Env,1
2024-01-02 18:30:00,N46,224.33,49.85,103.78,17.83,6168,command_exec,0.17,10.55,0.73,-0.288,0.425,0.96,DoS,0.29,0.1,alert_operator,0.56,0,0,1,IP+Port,0
2024-01-02 18:45:00,N6,221.58,49.73,69.95,41.94,7136,command_exec,0.61,14.89,0.29,-0.514,0.428,0.16,False Data Injection,0.16,0.42,restrict_access,0.25,1,0,1,None,0
2024-01-02 19:00:00,N6,229.79,50.15,92.2,33.26,2632,file_access,0.94,8.48,0.89,0.021,0.356,0.08,None,0.5,0.43,alert_operator,0.3,0,0,0,Env,1
2024-01-02 19:15:00,N42,239.68,50.18,88.01,29.44,4566,login,0.25,6.44,0.88,0.56,0.073,0.72,False Data Injection,1.0,0.2,restrict_access,0.08,0,0,0,Env,0
2024-01-02 19:30:00,N23,237.27,50.06,91.51,38.38,7106,logout,0.95,19.1,0.58,-0.262,0.252,0.24,Insider,0.21,0.25,alert_operator,0.44,1,0,1,Port,0
2024-01-02 19:45:00,N32,249.19,49.93,80.72,21.62,8653,login,0.74,19.55,0.42,-0.577,0.433,0.39,False Data Injection,0.71,0.38,alert_operator,0.93,0,0,1,None,1
2024-01-02 20:00:00,N36,232.65,50.26,98.13,32.21,8050,login,0.24,5.57,0.58,0.333,0.302,0.92,Insider,0.31,0.44,isolate_node,0.32,1,1,1,Env,0
2024-01-02 20:15:00,N10,233.38,50.44,126.03,29.18,3751,logout,0.71,16.44,0.33,-0.162,0.104,0.28,None,0.09,0.27,increase_monitoring,0.06,1,1,0,Env,1
2024-01-02 20:30:00,N5,232.88,50.04,88.67,33.87,3667,file_access,0.18,13.14,0.5,0.812,0.121,0.46,DoS,0.22,0.36,isolate_node,0.85,0,1,1,IP+Env,1
2024-01-02 20:45:00,N46,219.26,49.99,102.48,31.24,4466,login,0.85,18.04,0.53,-0.81,0.102,0.42,None,0.06,0.31,restrict_access,0.27,0,1,0,IP,0
2024-01-02 21:00:00,N20,234.34,50.48,90.41,30.21,9592,command_exec,0.41,7.74,0.28,0.721,0.448,0.55,MITM,0.34,0.43,restrict_access,0.39,1,1,1,IP+Env,1
2024-01-02 21:15:00,N13,224.94,50.12,86.47,27.07,6969,login,0.1,8.34,0.22,-0.525,0.022,0.78,Zero-Day,0.75,0.08,alert_operator,0.39,0,1,1,IP+Env,1
2024-01-02 21:30:00,N10,226.69,49.98,104.04,30.29,1692,file_access,0.42,14.12,0.44,0.486,0.439,0.86,Zero-Day,0.45,0.06,increase_monitoring,0.78,1,1,0,Env,0
2024-01-02 21:45:00,N16,239.47,50.04,105.67,15.98,7234,file_access,0.77,6.22,0.69,0.232,0.054,0.63,False Data Injection,0.55,0.41,restrict_access,0.11,1,1,1,Port,1
2024-01-02 22:00:00,N22,218.39,50.06,124.86,19.68,2406,logout,0.76,13.58,0.26,-0.546,0.2,0.25,MITM,0.86,0.13,increase_monitoring,0.64,1,1,1,IP+Env,1
2024-01-02 22:15:00,N1,231.77,49.92,106.31,14.38,3884,command_exec,0.76,6.85,0.35,0.588,0.32,0.39,None,0.45,0.42,restrict_access,0.81,1,0,1,IP+Port,0
2024-01-02 22:30:00,N45,247.76,49.75,131.6,28.44,7583,file_access,0.78,11.76,0.81,-0.473,0.223,0.9,MITM,0.65,0.5,alert_operator,0.11,0,0,0,IP,1
2024-01-02 22:45:00,N35,229.74,49.65,77.07,27.4,5397,file_access,0.38,14.93,0.31,-0.214,0.455,0.8,None,0.21,0.32,restrict_access,0.64,1,0,0,Env,1
2024-01-02 23:00:00,N16,224.85,50.3,96.53,30.93,1707,file_access,0.69,5.4,0.52,-0.719,0.346,0.89,False Data Injection,0.09,0.03,alert_operator,0.08,1,0,0,IP+Env,1
2024-01-02 23:15:00,N25,227.97,50.19,116.18,36.9,9617,file_access,0.27,15.56,0.21,-0.976,0.375,0.73,Zero-Day,0.73,0.49,restrict_access,0.33,1,1,1,Port,0
2024-01-02 23:30:00,N43,238.2,49.93,80.02,28.09,9290,file_access,0.3,13.41,0.83,-0.638,0.138,0.72,MITM,0.72,0.13,isolate_node,0.43,0,0,0,IP+Port,0
2024-01-02 23:45:00,N17,226.9,50.05,122.14,21.67,4199,file_access,0.47,15.55,0.6,0.34,0.274,0.96,None,0.25,0.23,increase_monitoring,0.07,0,1,0,Port,0
2024-01-03 00:00:00,N50,225.79,49.99,76.54,21.32,9038,logout,0.6,15.08,0.29,-0.775,0.414,0.46,DoS,0.36,0.06,restrict_access,0.8,1,1,0,None,1
2024-01-03 00:15:00,N6,236.57,49.72,120.98,26.21,8970,command_exec,0.4,15.82,0.58,-0.616,0.413,0.79,False Data Injection,0.93,0.41,restrict_access,0.97,1,0,1,IP+Port,1
2024-01-03 00:30:00,N21,237.15,50.2,101.38,31.23,6049,login,0.17,13.66,0.62,-0.544,0.211,0.91,Insider,0.81,0.1,restrict_access,0.38,0,0,1,IP+Env,1
2024-01-03 00:45:00,N7,224.09,49.98,106.44,33.35,8493,command_exec,0.87,15.21,0.29,0.172,0.146,0.08,None,0.86,0.05,alert_operator,0.17,1,1,1,IP+Port,1
2024-01-03 01:00:00,N22,233.87,50.07,80.98,29.81,5301,file_access,0.65,7.71,0.42,-0.484,0.469,0.41,MITM,0.19,0.39,alert_operator,0.94,0,1,1,None,0
2024-01-03 01:15:00,N16,228.14,50.17,136.54,31.76,2152,login,0.57,9.0,0.26,0.101,0.257,0.37,Zero-Day,0.59,0.0,isolate_node,0.47,0,0,0,IP,0
2024-01-03 01:30:00,N27,239.7,50.09,88.5,38.93,2068,command_exec,0.73,10.22,0.59,-0.729,0.079,0.72,False Data Injection,0.49,0.24,increase_monitoring,0.15,1,0,0,IP,0
2024-01-03 01:45:00,N3,230.77,50.05,111.36,29.31,2783,file_access,0.23,13.62,0.72,-0.016,0.222,0.55,DoS,1.0,0.2,restrict_access,0.49,1,0,1,Env,1
2024-01-03 02:00:00,N24,232.5,50.18,109.06,29.31,9854,command_exec,0.68,11.89,0.46,-0.276,0.071,0.7,DoS,0.92,0.0,isolate_node,0.25,0,1,1,None,0
2024-01-03 02:15:00,N37,219.34,49.84,114.76,31.18,7581,command_exec,0.43,11.91,0.3,0.493,0.219,0.15,DoS,0.86,0.44,increase_monitoring,0.48,0,0,1,IP+Port,0
2024-01-03 02:30:00,N7,238.68,50.01,103.26,26.19,5652,logout,0.29,11.75,0.45,0.064,0.171,0.31,Zero-Day,0.53,0.32,increase_monitoring,0.96,0,0,1,IP+Port,0
2024-01-03 02:45:00,N14,235.49,49.84,99.0,17.72,7285,logout,0.16,15.43,0.24,0.583,0.254,0.01,Zero-Day,0.72,0.22,alert_operator,0.6,1,0,0,None,1
2024-01-03 03:00:00,N33,241.28,49.99,95.08,33.37,9658,login,0.32,15.47,0.79,-0.642,0.442,0.89,Insider,0.5,0.48,increase_monitoring,0.7,1,1,0,Env,1
2024-01-03 03:15:00,N4,232.48,49.85,76.97,32.4,1986,login,0.81,16.28,0.78,0.433,0.097,0.72,Zero-Day,0.18,0.4,isolate_node,0.14,0,1,0,IP+Env,0
2024-01-03 03:30:00,N28,218.0,50.21,117.91,26.89,2204,file_access,0.68,18.35,0.52,0.451,0.055,0.18,False Data Injection,0.93,0.18,increase_monitoring,0.61,1,1,1,Port,0
2024-01-03 03:45:00,N21,215.27,49.62,80.76,30.19,2869,login,0.61,12.96,0.42,-0.691,0.229,0.34,Zero-Day,0.1,0.26,increase_monitoring,0.13,0,1,1,None,1
2024-01-03 04:00:00,N34,225.31,49.87,96.75,12.98,3718,login,0.65,14.21,0.68,0.088,0.359,0.48,DoS,0.03,0.13,restrict_access,0.43,0,0,1,Env,1
2024-01-03 04:15:00,N31,225.45,49.9,121.15,40.12,2129,file_access,0.59,8.93,0.45,-0.577,0.174,0.65,Zero-Day,0.38,0.14,isolate_node,0.33,0,0,1,IP,1
2024-01-03 04:30:00,N29,238.31,49.89,85.03,26.65,3519,login,0.97,10.01,0.86,0.035,0.268,0.4,False Data Injection,0.02,0.39,increase_monitoring,0.16,0,1,0,None,1
2024-01-03 04:45:00,N30,217.56,49.92,99.03,33.32,5654,command_exec,0.42,6.38,0.35,-0.252,0.055,0.65,Insider,0.84,0.47,isolate_node,0.53,1,1,1,Port,1
2024-01-03 05:00:00,N18,197.94,50.08,109.3,28.53,9805,login,0.91,14.14,0.23,-0.741,0.058,0.15,MITM,0.88,0.08,isolate_node,0.73,1,0,0,None,1
2024-01-03 05:15:00,N10,221.48,50.24,119.78,37.15,6901,logout,0.59,7.68,0.67,0.35,0.175,0.13,Insider,0.6,0.48,isolate_node,0.3,1,1,1,Port,1
2024-01-03 05:30:00,N11,232.84,49.95,88.49,36.34,9935,file_access,0.92,8.24,0.23,0.443,0.245,0.1,Insider,0.87,0.37,restrict_access,0.82,0,0,1,IP+Env,0
2024-01-03 05:45:00,N33,214.89,50.32,130.47,30.7,8158,login,0.64,15.18,0.61,0.232,0.429,0.62,DoS,0.71,0.33,isolate_node,0.04,1,0,1,Port,0
2024-01-03 06:00:00,N50,215.64,50.09,111.64,32.37,5015,logout,0.35,16.59,0.45,-0.462,0.324,0.6,Insider,0.95,0.12,increase_monitoring,0.25,0,0,1,Port,0
2024-01-03 06:15:00,N9,226.65,50.05,105.58,27.36,5224,command_exec,0.22,11.62,0.63,-0.688,0.2,0.32,None,0.18,0.38,increase_monitoring,0.55,0,0,0,IP+Env,1
2024-01-03 06:30:00,N15,238.91,49.71,106.67,43.84,9267,login,0.88,12.39,0.63,-0.497,0.046,0.33,None,0.85,0.42,increase_monitoring,0.5,0,1,1,IP+Env,0
2024-01-03 06:45:00,N32,234.58,49.88,109.58,18.13,2384,login,0.56,12.31,0.78,-0.235,0.406,0.7,None,0.85,0.19,isolate_node,0.79,1,1,0,IP+Port,0
2024-01-03 07:00:00,N21,198.57,49.95,99.19,35.42,6450,file_access,0.81,10.31,0.22,0.62,0.474,0.02,False Data Injection,0.26,0.18,restrict_access,0.16,0,1,1,IP,0
2024-01-03 07:15:00,N19,225.22,49.87,104.77,30.57,6152,logout,0.99,11.95,0.72,0.477,0.142,0.76,False Data Injection,0.64,0.32,restrict_access,0.4,0,0,0,Env,0
2024-01-03 07:30:00,N11,233.2,50.01,117.89,29.73,6279,login,0.45,14.74,0.67,0.75,0.109,0.42,None,0.36,0.1,isolate_node,0.49,1,0,1,IP+Env,0
2024-01-03 07:45:00,N15,230.03,49.75,107.44,38.57,8856,file_access,0.55,18.25,0.2,-0.55,0.494,0.45,False Data Injection,0.02,0.18,restrict_access,0.66,1,0,0,IP+Env,1
2024-01-03 08:00:00,N22,228.66,50.26,98.66,21.75,7024,logout,0.42,6.29,0.25,-0.876,0.3,0.22,False Data Injection,0.05,0.39,isolate_node,0.6,1,1,0,IP+Env,1
2024-01-03 08:15:00,N2,213.4,49.78,109.47,38.43,4956,login,0.96,9.45,0.23,0.065,0.47,0.09,None,0.66,0.05,restrict_access,0.0,1,0,1,None,1
2024-01-03 08:30:00,N1,211.79,49.85,83.9,35.85,7389,logout,0.62,19.93,0.47,0.264,0.195,0.06,False Data Injection,0.1,0.1,alert_operator,0.94,1,0,1,IP+Env,0
2024-01-03 08:45:00,N34,245.15,50.27,108.93,30.66,6182,file_access,0.93,9.11,0.36,-0.588,0.318,0.11,MITM,0.99,0.05,restrict_access,0.02,1,1,0,IP,1
2024-01-03 09:00:00,N2,225.96,49.99,88.57,25.57,9465,login,0.3,18.06,0.41,0.063,0.48,0.52,Insider,0.59,0.28,isolate_node,0.78,1,0,1,Port,0
2024-01-03 09:15:00,N35,226.58,49.6,115.48,39.22,6173,logout,0.46,16.03,0.78,-0.161,0.306,0.63,Insider,0.12,0.31,alert_operator,0.08,0,0,1,Env,1
2024-01-03 09:30:00,N42,223.78,50.23,40.47,32.0,7278,logout,0.59,7.22,0.62,0.738,0.45,0.33,False Data Injection,0.56,0.04,alert_operator,0.86,1,0,0,Port,1
2024-01-03 09:45:00,N29,234.03,50.24,103.7,33.27,8282,logout,0.47,8.82,0.25,-0.134,0.04,0.98,None,0.76,0.27,alert_operator,0.51,1,1,0,IP+Port,1
2024-01-03 10:00:00,N5,216.64,50.16,98.8,34.5,3819,login,0.63,12.48,0.26,0.392,0.082,0.43,Insider,0.62,0.14,restrict_access,0.31,0,1,0,Port,1
2024-01-03 10:15:00,N42,238.02,50.02,102.45,29.06,8027,login,0.67,15.16,0.41,0.086,0.254,0.34,Zero-Day,0.87,0.36,isolate_node,0.09,0,0,1,Port,0
2024-01-03 10:30:00,N22,222.63,49.69,108.56,31.51,6359,command_exec,0.52,17.16,0.21,-0.515,0.088,0.2,Zero-Day,0.64,0.31,alert_operator,0.81,1,0,1,IP,1
2024-01-03 10:45:00,N11,235.12,49.87,93.85,29.71,3932,login,0.18,5.69,0.35,-0.942,0.318,0.98,MITM,0.42,0.35,increase_monitoring,0.58,0,0,1,IP+Port,1
2024-01-03 11:00:00,N16,244.55,50.11,87.66,25.46,1938,login,0.79,12.79,0.6,0.975,0.11,0.46,Insider,0.82,0.48,isolate_node,0.21,0,0,1,IP+Env,0
2024-01-03 11:15:00,N27,239.04,49.91,104.71,26.79,3484,login,0.67,13.96,0.63,-0.027,0.498,0.21,Zero-Day,0.39,0.38,isolate_node,0.09,0,0,0,IP+Env,1
2024-01-03 11:30:00,N10,214.43,50.26,87.83,29.65,7632,logout,0.55,17.87,0.49,0.393,0.182,0.68,False Data Injection,0.69,0.15,isolate_node,0.72,0,0,0,Port,1
2024-01-03 11:45:00,N24,226.8,50.24,156.96,35.84,3691,login,0.98,18.77,0.59,-0.129,0.145,0.16,Insider,0.8,0.46,alert_operator,0.13,0,1,1,None,0
2024-01-03 12:00:00,N38,222.68,49.94,77.19,31.28,4288,command_exec,0.27,10.75,0.87,-0.592,0.344,0.04,None,0.37,0.39,alert_operator,0.92,0,0,1,Port,0
2024-01-03 12:15:00,N37,242.94,49.8,117.51,35.35,7208,login,0.93,19.99,0.88,-0.288,0.337,0.51,DoS,0.95,0.33,alert_operator,0.49,0,0,0,Port,1
2024-01-03 12:30:00,N12,229.43,50.01,94.3,42.85,2681,login,0.97,19.52,0.78,-0.535,0.367,0.79,Zero-Day,0.38,0.42,increase_monitoring,0.96,1,1,1,IP+Port,1
2024-01-03 12:45:00,N8,217.63,50.31,93.64,29.03,2451,file_access,0.78,8.05,0.28,0.945,0.003,0.58,DoS,0.48,0.13,isolate_node,0.61,1,0,1,Env,1
2024-01-03 13:00:00,N46,234.73,50.23,87.46,23.82,5287,logout,0.25,7.24,0.84,-0.887,0.216,0.87,False Data Injection,0.96,0.45,restrict_access,0.28,0,1,1,IP,1
2024-01-03 13:15:00,N38,242.36,50.03,122.51,30.84,8425,login,0.2,6.14,0.31,-0.7,0.054,0.77,None,0.56,0.25,increase_monitoring,0.36,1,1,0,IP+Port,1
2024-01-03 13:30:00,N11,218.21,50.06,68.89,30.83,2321,logout,0.1,19.39,0.56,-0.621,0.292,0.06,MITM,0.91,0.39,restrict_access,0.41,1,0,1,Env,1
2024-01-03 13:45:00,N35,231.2,49.87,124.34,29.92,2008,file_access,0.96,8.57,0.41,0.442,0.333,0.32,DoS,0.2,0.05,alert_operator,0.19,1,1,0,IP,1
2024-01-03 14:00:00,N3,230.49,50.04,117.44,25.41,8271,logout,0.96,19.15,0.71,-0.744,0.253,0.84,MITM,0.48,0.24,increase_monitoring,0.15,0,0,1,None,0
2024-01-03 14:15:00,N31,229.81,50.24,102.16,23.2,5916,logout,0.29,19.03,0.41,-0.441,0.011,0.76,Zero-Day,0.33,0.13,alert_operator,0.07,1,0,1,IP+Port,1
2024-01-03 14:30:00,N3,225.75,49.95,84.19,29.89,9682,login,0.98,11.2,0.69,0.649,0.217,0.44,MITM,0.49,0.33,increase_monitoring,0.07,0,0,1,None,1
2024-01-03 14:45:00,N43,235.18,50.12,116.57,18.21,3976,logout,0.43,7.84,0.85,0.626,0.105,0.18,False Data Injection,0.21,0.01,isolate_node,0.66,0,1,0,Env,0
2024-01-03 15:00:00,N46,231.49,50.01,108.12,20.38,9658,command_exec,0.12,11.93,0.38,0.438,0.141,0.5,DoS,0.59,0.24,increase_monitoring,0.94,1,0,0,None,0
2024-01-03 15:15:00,N41,238.74,49.97,116.66,24.78,6071,logout,0.24,10.6,0.24,0.186,0.184,0.49,None,0.78,0.25,isolate_node,0.43,0,1,1,None,1
2024-01-03 15:30:00,N10,238.15,50.19,83.64,35.67,4522,file_access,0.35,7.65,0.65,0.02,0.118,0.38,False Data Injection,0.86,0.11,restrict_access,0.88,1,0,1,IP,1
2024-01-03 15:45:00,N29,227.78,50.36,112.75,27.07,8169,login,0.53,19.88,0.28,-0.624,0.063,0.19,Insider,0.23,0.16,isolate_node,0.8,1,1,0,None,1
2024-01-03 16:00:00,N26,243.4,49.68,123.46,25.01,2482,command_exec,0.23,11.43,0.3,-0.101,0.137,0.41,MITM,0.52,0.11,increase_monitoring,0.43,1,0,1,Port,1
2024-01-03 16:15:00,N9,229.81,49.98,121.87,20.72,6198,file_access,0.91,6.46,0.57,0.645,0.445,0.81,None,0.34,0.08,restrict_access,0.4,1,1,1,IP+Env,0
2024-01-03 16:30:00,N38,237.96,49.93,98.81,33.02,1148,logout,0.73,6.64,0.59,-0.9,0.146,0.11,MITM,0.04,0.14,restrict_access,0.47,1,1,1,Port,1
2024-01-03 16:45:00,N19,219.89,50.2,96.51,29.42,4385,command_exec,0.48,15.04,0.7,-0.547,0.183,0.99,MITM,0.35,0.13,increase_monitoring,0.17,1,0,1,None,0
2024-01-03 17:00:00,N18,214.85,49.74,96.68,31.29,5583,command_exec,0.95,16.35,0.67,-0.913,0.192,0.04,Insider,0.67,0.38,restrict_access,0.13,0,0,1,IP,0
2024-01-03 17:15:00,N44,238.6,50.17,115.57,39.48,7600,command_exec,0.96,8.54,0.45,0.623,0.204,0.92,None,0.84,0.34,increase_monitoring,0.34,1,0,1,None,1
2024-01-03 17:30:00,N4,232.67,49.8,81.81,30.25,5729,login,0.79,11.4,0.27,0.379,0.486,0.99,MITM,0.35,0.02,alert_operator,0.82,1,1,1,IP+Port,0
2024-01-03 17:45:00,N9,234.91,49.78,123.07,28.73,4840,file_access,0.47,8.08,0.31,-0.076,0.287,0.09,MITM,0.24,0.12,alert_operator,0.94,0,1,1,Port,1
2024-01-03 18:00:00,N24,237.28,50.37,85.81,25.7,5380,login,0.6,9.51,0.26,0.985,0.185,0.17,Zero-Day,0.51,0.44,increase_monitoring,0.45,0,1,1,IP+Port,1
2024-01-03 18:15:00,N19,222.05,49.99,88.15,33.21,4545,login,0.19,11.06,0.43,0.904,0.214,0.64,MITM,0.38,0.24,increase_monitoring,0.38,0,0,1,Port,1
2024-01-03 18:30:00,N40,233.52,49.79,80.28,34.25,9096,command_exec,0.64,9.45,0.3,-0.167,0.15,0.12,Zero-Day,0.39,0.04,alert_operator,0.77,1,1,1,Port,0
2024-01-03 18:45:00,N19,227.17,49.74,94.7,30.86,8711,login,0.3,15.21,0.69,-0.898,0.489,0.58,Zero-Day,0.1,0.19,isolate_node,0.8,1,1,0,IP,0
2024-01-03 19:00:00,N9,225.93,49.9,123.13,24.72,7482,logout,0.19,10.46,0.51,0.352,0.295,0.54,Insider,0.61,0.12,increase_monitoring,0.55,0,0,0,IP+Env,1
2024-01-03 19:15:00,N23,226.98,50.07,112.71,32.58,8633,file_access,0.36,7.16,0.54,-0.85,0.477,0.42,False Data Injection,0.79,0.35,restrict_access,0.76,1,0,1,Port,1
2024-01-03 19:30:00,N41,213.07,49.9,124.33,29.48,3501,command_exec,0.87,9.5,0.47,-0.824,0.336,0.52,MITM,0.53,0.11,isolate_node,0.61,1,0,1,Env,0
2024-01-03 19:45:00,N30,240.14,49.71,116.58,32.13,7685,login,0.62,13.37,0.46,-0.796,0.093,0.35,False Data Injection,0.11,0.32,restrict_access,0.5,0,1,1,IP+Port,0
2024-01-03 20:00:00,N18,224.42,49.83,71.15,38.06,1117,command_exec,0.55,10.77,0.34,-0.051,0.123,0.6,False Data Injection,0.06,0.44,alert_operator,0.57,1,0,1,IP+Port,1
2024-01-03 20:15:00,N40,245.88,50.08,84.08,32.14,7968,login,0.99,8.61,0.31,-0.609,0.171,0.72,Insider,0.55,0.25,isolate_node,0.34,1,0,1,Env,1
2024-01-03 20:30:00,N23,218.99,49.78,54.44,29.18,9943,command_exec,0.4,7.93,0.86,0.362,0.197,0.02,False Data Injection,0.14,0.5,alert_operator,0.74,0,0,1,IP,0
2024-01-03 20:45:00,N34,236.49,49.91,85.58,32.72,9514,command_exec,0.26,9.28,0.65,0.92,0.131,0.94,DoS,0.29,0.3,alert_operator,0.25,0,1,1,None,0
2024-01-03 21:00:00,N20,219.86,49.9,73.96,25.39,7716,command_exec,0.61,8.28,0.58,0.182,0.406,0.05,Zero-Day,0.66,0.45,restrict_access,0.92,0,0,0,Env,1
2024-01-03 21:15:00,N12,222.71,49.84,115.4,25.92,1947,logout,0.95,16.15,0.68,-0.404,0.437,0.57,DoS,0.31,0.41,restrict_access,0.58,1,1,0,IP+Env,1
2024-01-03 21:30:00,N5,224.32,49.78,104.66,32.18,9203,login,0.5,9.23,0.25,0.259,0.437,0.13,Zero-Day,0.51,0.3,restrict_access,0.87,1,0,0,IP+Env,1
2024-01-03 21:45:00,N9,226.57,50.05,118.65,28.38,6588,file_access,0.71,10.97,0.88,0.355,0.114,0.62,Zero-Day,0.46,0.39,increase_monitoring,0.47,0,0,1,None,0
