,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE, Label
756,87,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  21:41:26 ,105415977,16,19,137,121,89,1499,1480,1404,17,8,8.5625,2.25,16,7,7.5625,2.25,14,5,5.5625,2.25,654,7,78.89473684,166.7019612,653,6,77.89473684,166.7019612,649,2,73.89473684,166.7019612,15.51946912,15.18745114,14.16293851,0.332017982,3100469.912,4835033.228,19791161,191,82071266,5471417.733,4374949.5,13376661,952676,105415597,5856422.056,5396802.973,19791161,39575,160,16,32,190,19,76,0.151779649,0.180238333,46.74285714,7,654,126.4041936,15978.02017,45.74285714,6,653,126.4041936,15978.02017,42.65714286,2,649,126.1236422,15907.17311,1854698.5,3445314.471,10005258,198,10878148.38,4006849.015,19791161,8037025,1,12,35,MASTER,1,129,0,0,0,16,19,REPLAY
37712,20,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  00:20:11 ,118431760,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62080982,14.55690602,11.34830724,1.063903804,947454.08,994688.9743,2083204,256,118431038,1941492.426,293327.6946,2084068,320058,118430946,1879856.286,448304.7314,2083892,256,620,62,124,640,64,256,0.523508221,0.540395583,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
24149,801,192.168.1.11-192.168.1.3-37147-20002,192.168.1.11,192.168.1.3,37147,20002,6, 16/05/2020  02:30:05 ,118053267,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97583911,14.85769979,11.48634031,1.118139323,901169.9771,978275.1702,2000667,401,118052437,1844569.328,460938.6218,2001423,34744,118052387,1788672.53,552316.3428,2001570,401,650,65,130,670,67,268,0.550598909,0.567540414,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,11,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
38410,129,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  01:48:16 ,118346248,62,63,514,452,328,885,822,570,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,14.04761905,40.37263069,281,6,13.04761905,40.37263069,277,2,9.047619048,40.37263069,11.82124506,10.76502231,7.587904265,1.056222754,954405.2258,1000870.651,2058259,144,118346029,1940098.836,332372.8592,2058467,29879,118345946,1908805.581,411578.2563,2058490,376,620,62,124,630,63,252,0.523886486,0.532336268,11.192,7,282,28.71570774,824.591871,10.192,6,281,28.71570774,824.591871,7.184,2,277,28.63208892,819.7965161,0,0,0,0,0,0,0,0,2,11,125,MASTER,1,129,0,0,0,62,63,INIT_DATA
39837,156,192.168.1.2-192.168.1.5-34871-20000,192.168.1.2,192.168.1.5,34871,20000,6, 19/05/2020  02:16:05 ,118060239,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66996658,14.60271481,11.38401897,1.067251778,944481.912,1001249.448,2001687,174,118060065,1935410.902,354437.1122,2001976,11786,118059965,1873967.698,485977.5201,2001985,440,620,62,124,640,64,256,0.525155637,0.542096141,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,13,126,MASTER,1,129,0,0,0,62,64,NORMAL
20182,174,192.168.1.1-192.168.1.4-46400-20001,192.168.1.1,192.168.1.4,46400,20001,6, 16/05/2020  00:36:04 ,118071638,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07498661,14.94008239,11.51843087,1.134904218,887756.6767,990214.9991,2002771,141,118071370,1816482.615,561075.2681,2003005,4478,118071372,1762259.284,630604.558,2003065,4516,660,66,132,680,68,272,0.558982675,0.575921543,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,12,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
10002,470,192.168.1.12-192.168.1.4-56526-20003,192.168.1.12,192.168.1.4,56526,20003,6, 15/05/2020  22:14:08 ,118060403,67,69,539,472,338,1371,1302,1026,17,5,8.044776119,1.770403445,16,4,7.044776119,1.770403445,14,2,5.044776119,1.770403445,282,7,19.86956522,53.81665854,281,6,18.86956522,53.81665854,277,2,14.86956522,53.81665854,16.17815924,15.02620654,11.55340796,1.1519527,874521.5037,968620.8496,2001940,153,118060148,1788790.121,526146.1981,2002229,32972,118060142,1736178.559,599143.2642,2002144,393,670,67,134,690,69,276,0.56750611,0.58444659,14.04411765,5,282,38.6727711,1495.583224,13.04411765,4,281,38.6727711,1495.583224,10.02941176,2,277,38.53155343,1484.68061,0,0,0,0,0,0,0,0,4,12,136,MASTER,1,129,0,0,0,67,69,COLD_RESTART
23923,575,192.168.1.11-192.168.1.6-43510-20002,192.168.1.11,192.168.1.6,43510,20002,6, 16/05/2020  01:32:05 ,118073663,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07471092,14.93982617,11.51823333,1.134884754,887771.9023,964861.2289,2000656,560,118072932,1816506.646,464220.8696,2004973,14894,118072850,1762281.343,548928.4755,2004403,14748,660,66,132,680,68,272,0.558973088,0.575911666,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,14,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
31715,62,192.168.1.12-192.168.1.5-40008-20000,192.168.1.12,192.168.1.5,40008,20000,6, 16/05/2020  19:32:17 ,403,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2498759.305,2493796.526,2478908.189,4962.779156,403,-1,403,403,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2481.389578,2481.389578,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
40327,17,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  19:12:09 ,119004008,5,1,49,44,34,7,6,2,17,8,9.8,4.024922359,16,7,8.8,4.024922359,14,5,6.8,4.024922359,7,7,7,-1,6,6,6,-1,2,2,2,-1,0.470572386,0.420153916,0.30251082,0.05041847,23800801.6,21877154.65,58973021,9001094,119004008,29751002,27516086.35,68003109,9001094,0,0,0,0,0,50,5,10,10,1,4,0.042015392,0.008403078,9.333333333,7,17,3.777124126,14.26666667,8.333333333,6,16,3.777124126,14.26666667,6,2,14,4.098780306,16.8,0,0,0,0,23800801.6,21877154.65,58973021,9001094,1,11,6,MASTER,1,129,0,0,0,5,1,REPLAY
1772,101,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  13:00:18 ,118306251,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63738166,14.57234918,11.36034646,1.065032481,946450.008,992852.2114,2069744,179,118305939,1939441.623,283604.8007,2070018,401190,118305970,1877872.54,441954.1172,2069970,362,620,62,124,640,64,256,0.524063602,0.540968879,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
3136,256,192.168.1.11-192.168.1.6-54308-20002,192.168.1.11,192.168.1.6,54308,20002,6, 15/05/2020  00:34:02 ,118040555,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38419948,15.24899641,11.82644389,1.135203066,887522.9699,969190.4941,2000640,246,118039911,1815998.631,477890.4171,2011898,203468,118039517,1761783.836,564307.1847,2011006,246,660,66,132,680,68,272,0.559129869,0.576073198,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,3,14,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
822,41,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  20:02:28 ,114222162,10,12,125,115,95,1877,1865,1817,17,8,12.5,4.74341649,16,7,11.5,4.74341649,14,5,9.5,4.74341649,468,7,156.4166667,152.9036882,467,6,155.4166667,152.9036882,463,2,151.4166667,152.9036882,17.5272466,17.33463949,16.73930844,0.192607105,5439150.571,8417633.923,27893365,256,109181699,12131299.89,9471164.21,27910225,1337818,114221517,10383774.27,9923342.385,27893845,462,100,10,20,120,12,48,0.087548684,0.105058421,91,7,468,132.7998853,17635.80952,90,6,467,132.7998853,17635.80952,86.90909091,2,463,132.2396487,17487.32468,492873.625,774152.8238,2001590,0,13784896.63,8553056.896,27893365,5040463,1,13,22,MASTER,1,129,0,0,0,10,12,REPLAY
37797,105,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  03:10:35 ,119139757,64,64,530,466,338,1336,1272,1016,17,8,8.28125,1.578312842,16,7,7.28125,1.578312842,14,5,5.28125,1.578312842,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66227804,14.58790956,11.36480411,1.074368483,938108.3228,993435.5242,2094186,316,119138972,1891094.794,421229.763,2094186,110054,119138612,1891089.079,442198.5572,2204790,316,640,64,128,640,64,256,0.537184242,0.537184242,14.578125,7,282,39.81089341,1584.907234,13.578125,6,281,39.81089341,1584.907234,10.578125,2,277,39.6638651,1573.222195,0,0,0,0,0,0,0,0,3,12,128,MASTER,1,129,0,0,0,64,64,INIT_DATA
19872,647,192.168.1.2-192.168.1.6-53664-20000,192.168.1.2,192.168.1.6,53664,20000,6, 16/05/2020  01:50:07 ,118063615,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6695185,14.60229724,11.38369344,1.06722126,944508.92,990936.6196,2000415,364,118061922,1935441.344,288909.58,2002090,423057,118062527,1874008.365,444725.8802,2001844,364,620,62,124,640,64,256,0.52514062,0.54208064,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,14,126,MASTER,1,129,0,0,0,62,64,NORMAL
38617,101,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:20:28 ,118528191,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6081012,14.54506295,11.3390746,1.063038244,948225.528,999190.4041,2085672,118,118527877,1943079.951,314862.5603,2086008,176107,118528021,1881397.159,462473.4521,2085947,416,620,62,124,640,64,256,0.52308231,0.539955933,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
607,117,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  15:14:32 ,118232538,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64713091,14.58143443,11.36742916,1.065696484,945860.304,989603.2297,2072209,344,118231920,1938228.197,266375.3926,2072851,602068,118231829,1876695.698,431278.5228,2072924,344,620,62,124,640,64,256,0.524390333,0.54130615,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
19849,318,192.168.1.1-192.168.1.3-48122-20001,192.168.1.1,192.168.1.3,48122,20001,6, 16/05/2020  01:48:06 ,118057305,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07693823,14.94189623,11.51982929,1.135042004,887648.9098,978739.0903,2002831,101,118057045,1816262.231,517957.9354,2003026,20827,118057109,1762046.403,593709.424,2003021,21063,660,66,132,680,68,272,0.559050539,0.575991464,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,11,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
21061,100,192.168.1.12-192.168.1.6-53837-20003,192.168.1.12,192.168.1.6,53837,20003,6, 16/05/2020  00:00:01 ,118089530,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07255106,14.93781879,11.51668569,1.134732266,887891.203,971853.0691,2012172,156,118089153,1816756.2,487478.2343,2012388,2936,118089247,1762526.075,570213.1533,2012444,632,660,66,132,680,68,272,0.558897982,0.575834284,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,14,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
28558,920,192.168.1.3-192.168.1.1-20000-39600,192.168.1.3,192.168.1.1,20000,39600,6, 16/05/2020  18:01:34 ,179,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,5625698.324,5614525.14,5581005.587,11173.18436,179,-1,179,179,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,5586.592179,5586.592179,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
22062,148,192.168.1.11-192.168.1.8-55668-20002,192.168.1.11,192.168.1.8,55668,20002,6, 16/05/2020  00:24:02 ,118060107,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97491352,14.85683898,11.48567484,1.118074541,901222.1908,971936.7831,2007041,174,118059869,1844685.453,427234.9836,2007385,117850,118059777,1788784.5,527588.4941,2007291,533,650,65,130,670,67,268,0.550567009,0.567507532,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,16,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
40384,74,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  21:16:42 ,67036461,2,3,16,14,10,465,462,450,8,8,8,0,7,7,7,0,5,5,5,0,282,7,155,138.6975126,281,6,154,138.6975126,277,2,150,138.6975126,7.175199777,7.1006135,6.861937416,0.074586276,16759115.25,17683367.49,39381490,596725,61999807,61999807,-1,61999807,61999807,45014869,22507434.5,30986422.54,44418144,596725,20,2,4,30,3,12,0.029834511,0.044751766,96.2,7,282,126.890504,16101.2,95.2,6,281,126.890504,16101.2,92,2,277,126.1982567,15926,198908.3333,344519.3394,596725,0,22146578.67,17172759.13,39381490,5036654,1,11,5,MASTER,1,129,0,0,0,2,3,REPLAY
1437,2,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  11:22:01 ,118421949,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62210397,14.55811203,11.34924743,1.063991946,947375.592,990065.9728,2083692,130,118421720,1941339.672,255260.1431,2083968,778998,118421590,1879707.778,425142.8845,2083993,461,620,62,124,640,64,256,0.523551593,0.540440354,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,STOP_APP
1554,119,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  13:18:27 ,118262328,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64318944,14.5777614,11.36456573,1.065428037,946098.624,1001097.64,2204427,191,118262014,1938721.541,340376.4062,2204731,52838,118262086,1877175.968,479046.3501,2204790,387,620,62,124,640,64,256,0.524258241,0.541169797,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,STOP_APP
805,75,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  13:50:26 ,118400739,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62490248,14.56071993,11.3512805,1.064182547,947205.912,992270.5269,2067201,190,118400037,1940984.213,276826.3683,2067904,465043,118399878,1879363.143,437990.5555,2067838,190,620,62,124,640,64,256,0.52364538,0.540537167,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
19799,268,192.168.1.11-192.168.1.3-37147-20002,192.168.1.11,192.168.1.3,37147,20002,6, 16/05/2020  01:24:03 ,118045162,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07859202,14.94343326,11.5210143,1.135158762,887557.609,970553.4842,2001123,134,118044910,1816075.538,483423.3241,2001435,34824,118044934,1761864.687,566767.0575,2001420,440,660,66,132,680,68,272,0.559108047,0.576050715,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,11,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
3996,156,192.168.1.12-192.168.1.8-57229-20003,192.168.1.12,192.168.1.8,57229,20003,6, 15/05/2020  00:08:01 ,118055076,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38218419,15.24712076,11.82498921,1.135063434,887632.1504,959510.0294,2000991,318,118054302,1816220.031,434854.0207,2001753,438393,118054282,1762004.209,529446.625,2001640,318,660,66,132,680,68,272,0.559061095,0.57600234,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,16,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
38443,163,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  02:22:21 ,118347234,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63196652,14.56730286,11.35641244,1.064663666,946777.872,994112.6183,2080028,191,118346986,1940114.525,290186.1669,2080293,343057,118346974,1878523.397,446155.3366,2080235,310,620,62,124,640,64,256,0.523882121,0.540781545,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
718,49,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  20:20:58 ,112599680,32,35,283,251,187,1577,1542,1402,17,8,8.84375,2.66530123,16,7,7.84375,2.66530123,14,5,5.84375,2.66530123,282,7,45.05714286,87.76068491,281,6,44.05714286,87.76068491,277,2,40.05714286,87.76068491,16.51869703,15.9236687,14.11194064,0.595028334,1706055.758,3138033.565,12325812,175,112599432,3632239.742,3757747.631,12326074,61487,110589195,3252623.382,3770747.944,12326119,374,320,32,64,350,35,140,0.284192637,0.310835697,27.76119403,7,282,65.5984316,4303.154229,26.76119403,6,281,65.5984316,4303.154229,23.71641791,2,277,65.32594407,4267.478969,3678146.429,7289569.876,20042255,262,10116344.86,2456009.215,12325812,6560260,1,12,67,MASTER,1,129,0,0,0,32,35,REPLAY
868,87,192.168.1.2-192.168.1.5-51789-20000,192.168.1.2,192.168.1.5,51789,20000,6, 18/05/2020  21:40:47 ,114971138,7,12,128,121,107,1877,1865,1817,62,8,18.28571429,19.7375639,61,7,17.28571429,19.7375639,59,5,15.28571429,19.7375639,468,7,156.4166667,152.9036882,467,6,155.4166667,152.9036882,463,2,151.4166667,152.9036882,17.43915938,17.27390052,16.73463474,0.165258867,6387285.444,10074060.06,28157166,109,114969915,19161652.5,8771287.303,28158032,8039201,114970841,10451894.64,13065873.61,35974114,538,70,7,14,120,12,48,0.060884846,0.104374021,105.5263158,7,468,138.2161626,19103.7076,104.5263158,6,467,138.2161626,19103.7076,101.2631579,2,463,137.7279291,18968.98246,5867.285714,14279.59828,38241,0,16418406.29,9769657.723,28157166,7581131,1,13,19,MASTER,1,129,0,0,0,7,12,REPLAY
3958,118,192.168.1.12-192.168.1.6-57231-20003,192.168.1.12,192.168.1.6,57231,20003,6, 14/05/2020  23:58:01 ,118068850,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38027304,15.24534202,11.8236097,1.134931017,887735.7143,960025.1196,2000693,416,118067963,1816430.2,438090.869,2005145,230671,118068070,1762210,532176.5943,2005800,416,660,66,132,680,68,272,0.558995874,0.575935143,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,14,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
19435,210,192.168.1.2-192.168.1.8-51021-20000,192.168.1.2,192.168.1.8,51021,20000,6, 16/05/2020  00:02:03 ,118063620,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66951784,14.60229663,11.38369296,1.067221215,944508.96,996525.707,2001593,306,118062894,1935457.279,325084.4306,2002964,178838,118062850,1874013.492,468175.2808,2002415,306,620,62,124,640,64,256,0.525140598,0.542080617,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,16,126,MASTER,1,129,0,0,0,62,64,NORMAL
