LineId,Content
29,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:42_AM FIT101=2.519937 LIT101=829.2145 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.461164 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.209909 LIT301=818.0194 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.714029 LIT401=810.6383 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.721738 FIT502=1.298322 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=249.7917 PIT502=1.665972 PIT503=188.7337 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
30,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:43_AM FIT101=2.563174 LIT101=829.9211 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.209909 LIT301=817.4186 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.712363 LIT401=810.7537 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.721738 FIT502=1.295248 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=249.7597 PIT502=1.665972 PIT503=188.7337 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
31,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:44_AM FIT101=2.596163 LIT101=830.3921 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.65235 FIT301=2.209909 LIT301=817.4186 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.711723 LIT401=810.3691 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.721738 FIT502=1.291149 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=249.7597 PIT502=1.665972 PIT503=188.7337 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
32,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:45_AM FIT101=2.630112 LIT101=831.2949 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.65235 FIT301=2.209909 LIT301=816.5775 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.711723 LIT401=810.5229 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=11.92002 FIT501=1.721738 FIT502=1.298322 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.665972 PIT503=188.7337 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
33,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:46_AM FIT101=2.641963 LIT101=832.08 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.61073 FIT301=2.209909 LIT301=816.3372 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.711723 LIT401=810.3691 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=11.92002 FIT501=1.724173 FIT502=1.293326 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.665972 PIT503=188.7337 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
34,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:47_AM FIT101=2.649649 LIT101=832.551 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.61073 FIT301=2.209909 LIT301=815.2557 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.711723 LIT401=810.7921 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=11.92002 FIT501=1.724173 FIT502=1.281927 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.665972 PIT503=188.8939 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
35,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:48_AM FIT101=2.639721 LIT101=833.2576 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.61073 FIT301=2.209909 LIT301=814.8151 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.711723 LIT401=810.7152 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=11.92002 FIT501=1.724173 FIT502=1.28167 FIT503=0.7377012 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1442 PIT502=1.665972 PIT503=188.9259 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
36,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:49_AM FIT101=2.618582 LIT101=833.7286 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.65235 FIT301=2.209909 LIT301=813.974 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.714029 LIT401=810.4076 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=11.92002 FIT501=1.724173 FIT502=1.281542 FIT503=0.7377012 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=188.9419 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
37,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:50_AM FIT101=2.609935 LIT101=834.4351 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67476 FIT301=2.209909 LIT301=814.014 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.714798 LIT401=810.9075 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=11.92002 FIT501=1.726993 FIT502=1.288587 FIT503=0.7384694 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0541 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
38,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:51_AM FIT101=2.603209 LIT101=834.9454 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.68756 FIT301=2.209013 LIT301=813.5735 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.714798 LIT401=810.9075 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=11.92002 FIT501=1.726993 FIT502=1.302037 FIT503=0.7387255 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0541 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
39,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:52_AM FIT101=2.593281 LIT101=835.338 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73878 FIT301=2.209013 LIT301=813.5735 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.714798 LIT401=811.0997 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.302037 FIT503=0.7387255 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0541 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
40,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:53_AM FIT101=2.56926 LIT101=836.0052 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73878 FIT301=2.209013 LIT301=812.9326 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.7039 FIT401=1.714798 LIT401=811.292 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.302037 FIT503=0.7361649 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0541 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
41,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:54_AM FIT101=2.554527 LIT101=836.1622 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.8154 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73878 FIT301=2.209013 LIT301=812.452 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.7039 FIT401=1.71467 LIT401=810.8306 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.302037 FIT503=0.7357808 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0541 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
42,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:55_AM FIT101=2.538833 LIT101=836.3585 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.460524 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73878 FIT301=2.209013 LIT301=812.0114 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.7039 FIT401=1.713261 LIT401=811.0997 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.302037 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0541 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
43,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:56_AM FIT101=2.524101 LIT101=836.3978 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73878 FIT301=2.207731 LIT301=811.1302 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.713261 LIT401=810.7537 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.302037 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
44,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:57_AM FIT101=2.506485 LIT101=836.3978 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73878 FIT301=2.207731 LIT301=810.8498 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.713261 LIT401=810.7921 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.3479 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.293455 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
45,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:58_AM FIT101=2.493675 LIT101=836.7118 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67155 FIT301=2.207731 LIT301=810.4092 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.71467 LIT401=810.5999 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.3479 AIT503=262.3686 AIT504=12.15073 FIT501=1.726993 FIT502=1.292046 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
46,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:59_AM FIT101=2.477981 LIT101=837.2614 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67155 FIT301=2.207731 LIT301=810.2089 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.716592 LIT401=810.9844 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.874135 AIT502=143.3479 AIT503=262.3686 AIT504=12.15073 FIT501=1.726737 FIT502=1.290893 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
47,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:00_AM FIT101=2.462287 LIT101=837.6539 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67155 FIT301=2.208372 LIT301=810.4493 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=810.7921 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3479 AIT503=262.3686 AIT504=12.15073 FIT501=1.726737 FIT502=1.282311 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
48,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:01_AM FIT101=2.447234 LIT101=838.2427 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67155 FIT301=2.208884 LIT301=809.8484 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=810.3691 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3479 AIT503=262.3686 AIT504=12.15073 FIT501=1.726737 FIT502=1.288843 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.1022 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
49,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:02_AM FIT101=2.432181 LIT101=838.6744 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.463728 AIT203=319.8667 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67155 FIT301=2.208884 LIT301=809.6082 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=810.3307 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3479 AIT503=262.3686 AIT504=12.15073 FIT501=1.725583 FIT502=1.292046 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.1022 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
50,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:03_AM FIT101=2.428018 LIT101=839.3025 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.67155 FIT301=2.208884 LIT301=809.2476 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=810.2922 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.724814 FIT502=1.286282 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.1022 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
51,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:04_AM FIT101=2.428018 LIT101=839.3025 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73238 FIT301=2.208884 LIT301=808.5267 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=810.5614 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.724814 FIT502=1.286282 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.0861 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
52,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:05_AM FIT101=2.444031 LIT101=839.695 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.208884 LIT301=808.5267 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=810.6383 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.724814 FIT502=1.283592 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.006 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
53,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:06_AM FIT101=2.496237 LIT101=839.3025 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.75159 FIT301=2.208884 LIT301=808.3665 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.715824 LIT401=810.5999 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.872853 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.724814 FIT502=1.271423 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1762 PIT502=1.665972 PIT503=189.006 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
54,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:07_AM FIT101=2.528264 LIT101=840.0483 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.70677 FIT301=2.208628 LIT301=807.1248 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.715567 LIT401=810.9844 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.874455 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.724814 FIT502=1.271295 FIT503=0.7351407 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.2563 PIT502=1.69801 PIT503=189.006 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
55,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:08_AM FIT101=2.575345 LIT101=840.7941 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.66835 FIT301=2.207731 LIT301=806.564 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.715567 LIT401=810.7921 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.874455 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.726737 FIT502=1.271295 FIT503=0.7351407 FIT504=0.3075937 P501=2.0 P502=1.0 PIT501=250.4005 PIT502=1.69801 PIT503=189.2143 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
56,DATASET=SWAT TIMESTAMP=28/12/2015_10:30:09_AM FIT101=2.60481 LIT101=841.4221 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.66835 FIT301=2.207091 LIT301=805.6027 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5501 FIT401=1.717105 LIT401=811.0997 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.874455 AIT502=143.3222 AIT503=262.3686 AIT504=12.15073 FIT501=1.726737 FIT502=1.28372 FIT503=0.7351407 FIT504=0.306761 P501=2.0 P502=1.0 PIT501=250.4005 PIT502=1.69801 PIT503=189.2143 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
