Content,EventId,RegexTemplate
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_01:00:00 NODE_ID=N5 VOLTAGE_LEVEL=238.19 FREQUENCY_SIGNAL=49.77 POWER_FLOW=78.59 REACTIVE_POWER=35.3 COMMUNICATION_LOG_SIZE=4338 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.27 SPECTRAL_ENERGY=16.91 SPATIAL_CORRELATION=0.72 WAVELET_COEFF_AVG=0.545 WAVELET_COEFF_STD=0.316 THREAT_PROBABILITY=0.32 ATTACK_TYPE=DoS RISK_SCORE=0.12 UNCERTAINTY=0.17 POLICY_ACTION=restrict_access REWARD_VALUE=0.98 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=1,3eed24ac,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_01:(.*?) NODE_ID=N5 VOLTAGE_LEVEL=238\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=78\.(.*?) REACTIVE_POWER=35\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=16\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=DoS RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_12:15:00 NODE_ID=N22 VOLTAGE_LEVEL=219.72 FREQUENCY_SIGNAL=50.07 POWER_FLOW=103.33 REACTIVE_POWER=26.01 COMMUNICATION_LOG_SIZE=8621 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.57 SPECTRAL_ENERGY=9.86 SPATIAL_CORRELATION=0.61 WAVELET_COEFF_AVG=0.554 WAVELET_COEFF_STD=0.34 THREAT_PROBABILITY=0.05 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.45 UNCERTAINTY=0.29 POLICY_ACTION=isolate_node REWARD_VALUE=0.11 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=0,46923aa4,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_12:(.*?) NODE_ID=N22 VOLTAGE_LEVEL=219\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=103\.(.*?) REACTIVE_POWER=26\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=9\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=False_Data_Injection RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_21:00:00 NODE_ID=N16 VOLTAGE_LEVEL=214.26 FREQUENCY_SIGNAL=50.13 POWER_FLOW=68.66 REACTIVE_POWER=32.84 COMMUNICATION_LOG_SIZE=3839 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.91 SPECTRAL_ENERGY=13.55 SPATIAL_CORRELATION=0.65 WAVELET_COEFF_AVG=-0.636 WAVELET_COEFF_STD=0.39 THREAT_PROBABILITY=0.39 ATTACK_TYPE=MITM RISK_SCORE=0.82 UNCERTAINTY=0.15 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.14 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=1,47023952,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_21:(.*?) NODE_ID=N16 VOLTAGE_LEVEL=214\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=68\.(.*?) REACTIVE_POWER=32\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=13\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_03:30:00 NODE_ID=N26 VOLTAGE_LEVEL=247.77 FREQUENCY_SIGNAL=50.25 POWER_FLOW=121.19 REACTIVE_POWER=23.49 COMMUNICATION_LOG_SIZE=6127 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.49 SPECTRAL_ENERGY=5.95 SPATIAL_CORRELATION=0.55 WAVELET_COEFF_AVG=-0.887 WAVELET_COEFF_STD=0.168 THREAT_PROBABILITY=1.0 ATTACK_TYPE=MITM RISK_SCORE=0.76 UNCERTAINTY=0.16 POLICY_ACTION=restrict_access REWARD_VALUE=0.61 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=1,481c708c,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_03:(.*?) NODE_ID=N26 VOLTAGE_LEVEL=247\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=121\.(.*?) REACTIVE_POWER=23\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=5\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=1\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_21:15:00 NODE_ID=N35 VOLTAGE_LEVEL=229.51 FREQUENCY_SIGNAL=50.09 POWER_FLOW=95.41 REACTIVE_POWER=26.26 COMMUNICATION_LOG_SIZE=2120 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.27 SPECTRAL_ENERGY=13.33 SPATIAL_CORRELATION=0.51 WAVELET_COEFF_AVG=0.006 WAVELET_COEFF_STD=0.225 THREAT_PROBABILITY=0.94 ATTACK_TYPE=Zero-Day RISK_SCORE=0.6 UNCERTAINTY=0.5 POLICY_ACTION=alert_operator REWARD_VALUE=0.7 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0,4b7e672a,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_21:(.*?) NODE_ID=N35 VOLTAGE_LEVEL=229\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=95\.(.*?) REACTIVE_POWER=26\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=13\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Zero\-Day RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_08:45:00 NODE_ID=N36 VOLTAGE_LEVEL=220.9 FREQUENCY_SIGNAL=50.09 POWER_FLOW=99.01 REACTIVE_POWER=31.46 COMMUNICATION_LOG_SIZE=8516 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.61 SPECTRAL_ENERGY=5.79 SPATIAL_CORRELATION=0.42 WAVELET_COEFF_AVG=0.175 WAVELET_COEFF_STD=0.272 THREAT_PROBABILITY=0.05 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.97 UNCERTAINTY=0.23 POLICY_ACTION=restrict_access REWARD_VALUE=0.69 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0,4c677ec8,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_08:(.*?) NODE_ID=N36 VOLTAGE_LEVEL=220\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=99\.(.*?) REACTIVE_POWER=31\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=5\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=False_Data_Injection RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_12:45:00 NODE_ID=N6 VOLTAGE_LEVEL=224.21 FREQUENCY_SIGNAL=50.21 POWER_FLOW=101.85 REACTIVE_POWER=24.79 COMMUNICATION_LOG_SIZE=4394 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.4 SPECTRAL_ENERGY=12.81 SPATIAL_CORRELATION=0.71 WAVELET_COEFF_AVG=0.506 WAVELET_COEFF_STD=0.269 THREAT_PROBABILITY=0.6 ATTACK_TYPE=MITM RISK_SCORE=0.75 UNCERTAINTY=0.27 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.02 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Port ATTACK_DETECTED=1,4f0ef172,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_12:(.*?) NODE_ID=N6 VOLTAGE_LEVEL=224\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=101\.(.*?) REACTIVE_POWER=24\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=12\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_03:00:00 NODE_ID=N19 VOLTAGE_LEVEL=238.34 FREQUENCY_SIGNAL=49.99 POWER_FLOW=83.92 REACTIVE_POWER=28.9 COMMUNICATION_LOG_SIZE=5860 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.78 SPECTRAL_ENERGY=6.04 SPATIAL_CORRELATION=0.76 WAVELET_COEFF_AVG=0.709 WAVELET_COEFF_STD=0.059 THREAT_PROBABILITY=0.37 ATTACK_TYPE=MITM RISK_SCORE=0.06 UNCERTAINTY=0.32 POLICY_ACTION=isolate_node REWARD_VALUE=0.95 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,5654ed51,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_03:(.*?) NODE_ID=N19 VOLTAGE_LEVEL=238\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=83\.(.*?) REACTIVE_POWER=28\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=6\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_15:45:00 NODE_ID=N6 VOLTAGE_LEVEL=226.73 FREQUENCY_SIGNAL=50.03 POWER_FLOW=101.55 REACTIVE_POWER=37.26 COMMUNICATION_LOG_SIZE=1973 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.45 SPECTRAL_ENERGY=19.83 SPATIAL_CORRELATION=0.48 WAVELET_COEFF_AVG=-0.697 WAVELET_COEFF_STD=0.373 THREAT_PROBABILITY=0.8 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.41 UNCERTAINTY=0.15 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.07 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0,5e2fc7d2,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_15:(.*?) NODE_ID=N6 VOLTAGE_LEVEL=226\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=101\.(.*?) REACTIVE_POWER=37\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=19\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_10:30:00 NODE_ID=N36 VOLTAGE_LEVEL=217.35 FREQUENCY_SIGNAL=49.7 POWER_FLOW=115.65 REACTIVE_POWER=38.97 COMMUNICATION_LOG_SIZE=3784 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.46 SPECTRAL_ENERGY=10.5 SPATIAL_CORRELATION=0.34 WAVELET_COEFF_AVG=0.271 WAVELET_COEFF_STD=0.455 THREAT_PROBABILITY=0.68 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.05 UNCERTAINTY=0.09 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.54 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0,62d7383f,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_10:(.*?) NODE_ID=N36 VOLTAGE_LEVEL=217\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=115\.(.*?) REACTIVE_POWER=38\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=10\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=False_Data_Injection RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_14:45:00 NODE_ID=N19 VOLTAGE_LEVEL=235.62 FREQUENCY_SIGNAL=49.74 POWER_FLOW=99.85 REACTIVE_POWER=35.48 COMMUNICATION_LOG_SIZE=7100 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.16 SPECTRAL_ENERGY=14.2 SPATIAL_CORRELATION=0.66 WAVELET_COEFF_AVG=0.627 WAVELET_COEFF_STD=0.092 THREAT_PROBABILITY=0.84 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.87 UNCERTAINTY=0.03 POLICY_ACTION=isolate_node REWARD_VALUE=0.89 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0,64b9fb25,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_14:(.*?) NODE_ID=N19 VOLTAGE_LEVEL=235\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=99\.(.*?) REACTIVE_POWER=35\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=14\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_20:00:00 NODE_ID=N13 VOLTAGE_LEVEL=236.07 FREQUENCY_SIGNAL=49.76 POWER_FLOW=107.43 REACTIVE_POWER=27.22 COMMUNICATION_LOG_SIZE=7249 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.81 SPECTRAL_ENERGY=7.72 SPATIAL_CORRELATION=0.56 WAVELET_COEFF_AVG=-0.352 WAVELET_COEFF_STD=0.415 THREAT_PROBABILITY=0.01 ATTACK_TYPE=DoS RISK_SCORE=0.66 UNCERTAINTY=0.41 POLICY_ACTION=isolate_node REWARD_VALUE=0.35 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=1,69049b7e,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_20:(.*?) NODE_ID=N13 VOLTAGE_LEVEL=236\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=107\.(.*?) REACTIVE_POWER=27\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=7\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=DoS RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_00:15:00 NODE_ID=N1 VOLTAGE_LEVEL=232.78 FREQUENCY_SIGNAL=49.88 POWER_FLOW=45.32 REACTIVE_POWER=27.83 COMMUNICATION_LOG_SIZE=5092 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.43 SPECTRAL_ENERGY=5.07 SPATIAL_CORRELATION=0.31 WAVELET_COEFF_AVG=0.356 WAVELET_COEFF_STD=0.216 THREAT_PROBABILITY=0.75 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.13 UNCERTAINTY=0.37 POLICY_ACTION=restrict_access REWARD_VALUE=0.11 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,6b202147,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_00:(.*?) NODE_ID=N1 VOLTAGE_LEVEL=232\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=45\.(.*?) REACTIVE_POWER=27\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=5\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_13:30:00 NODE_ID=N46 VOLTAGE_LEVEL=229.79 FREQUENCY_SIGNAL=49.98 POWER_FLOW=82.32 REACTIVE_POWER=27.77 COMMUNICATION_LOG_SIZE=9787 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.92 SPECTRAL_ENERGY=12.64 SPATIAL_CORRELATION=0.79 WAVELET_COEFF_AVG=0.666 WAVELET_COEFF_STD=0.164 THREAT_PROBABILITY=0.81 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.81 UNCERTAINTY=0.25 POLICY_ACTION=isolate_node REWARD_VALUE=0.4 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1,6d2913d0,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_13:(.*?) NODE_ID=N46 VOLTAGE_LEVEL=229\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=82\.(.*?) REACTIVE_POWER=27\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=12\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=False_Data_Injection RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_22:15:00 NODE_ID=N47 VOLTAGE_LEVEL=228.6 FREQUENCY_SIGNAL=50.13 POWER_FLOW=71.69 REACTIVE_POWER=27.17 COMMUNICATION_LOG_SIZE=3050 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.25 SPECTRAL_ENERGY=7.38 SPATIAL_CORRELATION=0.8 WAVELET_COEFF_AVG=-0.355 WAVELET_COEFF_STD=0.253 THREAT_PROBABILITY=0.15 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.19 UNCERTAINTY=0.12 POLICY_ACTION=alert_operator REWARD_VALUE=0.05 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=0,6e5f6318,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_22:(.*?) NODE_ID=N47 VOLTAGE_LEVEL=228\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=71\.(.*?) REACTIVE_POWER=27\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=7\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
