LineId,Content,EventTemplate
79,DATASET=SG_SECURITY NODE=N19 ACCESS=login ATTACK_TYPE=MITM POLICY=restrict_access MTD=Port ATTACK_DETECTED=0 VOLTAGE=215.71 FREQUENCY=50.06 POWER_FLOW=116.58 REACTIVE_POWER=32.33 COMM_SIZE=3349 THREAT_PROB=0.56 RISK_SCORE=0.51 UNCERTAINTY=0.1 TEMPORAL_ENTROPY=0.29 SPECTRAL_ENERGY=14.11 SPATIAL_CORR=0.66,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=MITM POLICY=restrict_access MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
80,DATASET=SG_SECURITY NODE=N21 ACCESS=command_exec ATTACK_TYPE=MITM POLICY=alert_operator MTD=Env ATTACK_DETECTED=1 VOLTAGE=226.55 FREQUENCY=50.11 POWER_FLOW=54.22 REACTIVE_POWER=32.68 COMM_SIZE=2450 THREAT_PROB=0.66 RISK_SCORE=0.28 UNCERTAINTY=0.38 TEMPORAL_ENTROPY=0.2 SPECTRAL_ENERGY=11.35 SPATIAL_CORR=0.42,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=MITM POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
81,DATASET=SG_SECURITY NODE=N9 ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=UNKNOWN ATTACK_DETECTED=0 VOLTAGE=224.09 FREQUENCY=50.18 POWER_FLOW=80.79 REACTIVE_POWER=39.17 COMM_SIZE=6637 THREAT_PROB=0.42 RISK_SCORE=0.43 UNCERTAINTY=0.19 TEMPORAL_ENTROPY=0.84 SPECTRAL_ENERGY=19.5 SPATIAL_CORR=0.48,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=UNKNOWN ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
82,DATASET=SG_SECURITY NODE=N4 ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=UNKNOWN ATTACK_DETECTED=0 VOLTAGE=244.21 FREQUENCY=49.83 POWER_FLOW=111.95 REACTIVE_POWER=27.96 COMM_SIZE=7822 THREAT_PROB=0.6 RISK_SCORE=0.06 UNCERTAINTY=0.36 TEMPORAL_ENTROPY=0.67 SPECTRAL_ENERGY=11.19 SPATIAL_CORR=0.89,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=UNKNOWN ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
83,DATASET=SG_SECURITY NODE=N16 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=IP ATTACK_DETECTED=0 VOLTAGE=228.14 FREQUENCY=50.17 POWER_FLOW=136.54 REACTIVE_POWER=31.76 COMM_SIZE=2152 THREAT_PROB=0.37 RISK_SCORE=0.59 UNCERTAINTY=0.0 TEMPORAL_ENTROPY=0.57 SPECTRAL_ENERGY=9.0 SPATIAL_CORR=0.26,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
84,DATASET=SG_SECURITY NODE=N28 ACCESS=command_exec ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=0 VOLTAGE=233.31 FREQUENCY=49.91 POWER_FLOW=115.49 REACTIVE_POWER=32.7 COMM_SIZE=2533 THREAT_PROB=0.59 RISK_SCORE=0.27 UNCERTAINTY=0.17 TEMPORAL_ENTROPY=0.85 SPECTRAL_ENERGY=19.76 SPATIAL_CORR=0.52,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
85,DATASET=SG_SECURITY NODE=N5 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=restrict_access MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=224.32 FREQUENCY=49.78 POWER_FLOW=104.66 REACTIVE_POWER=32.18 COMM_SIZE=9203 THREAT_PROB=0.13 RISK_SCORE=0.51 UNCERTAINTY=0.3 TEMPORAL_ENTROPY=0.5 SPECTRAL_ENERGY=9.23 SPATIAL_CORR=0.25,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=restrict_access MTD=IP+Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
86,DATASET=SG_SECURITY NODE=N24 ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=UNKNOWN ATTACK_DETECTED=0 VOLTAGE=226.38 FREQUENCY=49.72 POWER_FLOW=83.01 REACTIVE_POWER=32.17 COMM_SIZE=8767 THREAT_PROB=0.37 RISK_SCORE=0.18 UNCERTAINTY=0.23 TEMPORAL_ENTROPY=0.15 SPECTRAL_ENERGY=12.33 SPATIAL_CORR=0.39,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=UNKNOWN ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
87,DATASET=SG_SECURITY NODE=N12 ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=Env ATTACK_DETECTED=1 VOLTAGE=229.46 FREQUENCY=50.34 POWER_FLOW=74.5 REACTIVE_POWER=31.51 COMM_SIZE=3553 THREAT_PROB=0.74 RISK_SCORE=0.27 UNCERTAINTY=0.09 TEMPORAL_ENTROPY=0.87 SPECTRAL_ENERGY=18.72 SPATIAL_CORR=0.63,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
88,DATASET=SG_SECURITY NODE=N8 ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=restrict_access MTD=IP ATTACK_DETECTED=0 VOLTAGE=228.84 FREQUENCY=50.14 POWER_FLOW=92.12 REACTIVE_POWER=28.0 COMM_SIZE=7977 THREAT_PROB=0.85 RISK_SCORE=0.02 UNCERTAINTY=0.1 TEMPORAL_ENTROPY=0.56 SPECTRAL_ENERGY=8.08 SPATIAL_CORR=0.34,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=restrict_access MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
89,DATASET=SG_SECURITY NODE=N32 ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=Env ATTACK_DETECTED=0 VOLTAGE=222.24 FREQUENCY=49.95 POWER_FLOW=106.29 REACTIVE_POWER=26.55 COMM_SIZE=8683 THREAT_PROB=0.58 RISK_SCORE=0.49 UNCERTAINTY=0.48 TEMPORAL_ENTROPY=0.93 SPECTRAL_ENERGY=9.02 SPATIAL_CORR=0.78,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
90,DATASET=SG_SECURITY NODE=N24 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=1 VOLTAGE=243.24 FREQUENCY=50.11 POWER_FLOW=93.19 REACTIVE_POWER=21.76 COMM_SIZE=2347 THREAT_PROB=0.73 RISK_SCORE=0.07 UNCERTAINTY=0.38 TEMPORAL_ENTROPY=0.52 SPECTRAL_ENERGY=5.16 SPATIAL_CORR=0.47,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
91,DATASET=SG_SECURITY NODE=N47 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=Env ATTACK_DETECTED=1 VOLTAGE=226.61 FREQUENCY=49.86 POWER_FLOW=104.97 REACTIVE_POWER=37.3 COMM_SIZE=9959 THREAT_PROB=0.68 RISK_SCORE=0.95 UNCERTAINTY=0.32 TEMPORAL_ENTROPY=0.37 SPECTRAL_ENERGY=6.59 SPATIAL_CORR=0.36,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
92,DATASET=SG_SECURITY NODE=N31 ACCESS=command_exec ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=IP+Port ATTACK_DETECTED=0 VOLTAGE=214.53 FREQUENCY=49.84 POWER_FLOW=97.31 REACTIVE_POWER=27.34 COMM_SIZE=5974 THREAT_PROB=0.67 RISK_SCORE=0.98 UNCERTAINTY=0.24 TEMPORAL_ENTROPY=0.79 SPECTRAL_ENERGY=9.53 SPATIAL_CORR=0.51,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=IP+Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
93,DATASET=SG_SECURITY NODE=N7 ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=Env ATTACK_DETECTED=1 VOLTAGE=235.9 FREQUENCY=49.97 POWER_FLOW=55.48 REACTIVE_POWER=22.31 COMM_SIZE=1004 THREAT_PROB=0.14 RISK_SCORE=0.95 UNCERTAINTY=0.28 TEMPORAL_ENTROPY=0.54 SPECTRAL_ENERGY=6.95 SPATIAL_CORR=0.62,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
94,DATASET=SG_SECURITY NODE=N30 ACCESS=command_exec ATTACK_TYPE=Zero-Day POLICY=restrict_access MTD=IP ATTACK_DETECTED=1 VOLTAGE=218.24 FREQUENCY=49.98 POWER_FLOW=126.17 REACTIVE_POWER=37.02 COMM_SIZE=9370 THREAT_PROB=0.44 RISK_SCORE=0.06 UNCERTAINTY=0.21 TEMPORAL_ENTROPY=0.42 SPECTRAL_ENERGY=9.76 SPATIAL_CORR=0.24,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=Zero-Day POLICY=restrict_access MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
95,DATASET=SG_SECURITY NODE=N31 ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=Port ATTACK_DETECTED=1 VOLTAGE=234.17 FREQUENCY=50.49 POWER_FLOW=91.9 REACTIVE_POWER=34.28 COMM_SIZE=5134 THREAT_PROB=0.87 RISK_SCORE=0.17 UNCERTAINTY=0.06 TEMPORAL_ENTROPY=0.49 SPECTRAL_ENERGY=16.36 SPATIAL_CORR=0.7,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=isolate_node MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
96,DATASET=SG_SECURITY NODE=N12 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=IP+Port ATTACK_DETECTED=1 VOLTAGE=229.43 FREQUENCY=50.01 POWER_FLOW=94.3 REACTIVE_POWER=42.85 COMM_SIZE=2681 THREAT_PROB=0.79 RISK_SCORE=0.38 UNCERTAINTY=0.42 TEMPORAL_ENTROPY=0.97 SPECTRAL_ENERGY=19.52 SPATIAL_CORR=0.78,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=IP+Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
97,DATASET=SG_SECURITY NODE=N25 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=Env ATTACK_DETECTED=1 VOLTAGE=244.14 FREQUENCY=50.07 POWER_FLOW=134.23 REACTIVE_POWER=24.2 COMM_SIZE=1579 THREAT_PROB=0.1 RISK_SCORE=0.22 UNCERTAINTY=0.39 TEMPORAL_ENTROPY=0.58 SPECTRAL_ENERGY=10.9 SPATIAL_CORR=0.69,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
98,DATASET=SG_SECURITY NODE=N13 ACCESS=login ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=0 VOLTAGE=225.16 FREQUENCY=50.19 POWER_FLOW=106.18 REACTIVE_POWER=30.54 COMM_SIZE=7166 THREAT_PROB=0.16 RISK_SCORE=0.65 UNCERTAINTY=0.08 TEMPORAL_ENTROPY=0.73 SPECTRAL_ENERGY=13.12 SPATIAL_CORR=0.68,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
99,DATASET=SG_SECURITY NODE=N27 ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=IP+Env ATTACK_DETECTED=0 VOLTAGE=223.88 FREQUENCY=50.24 POWER_FLOW=97.1 REACTIVE_POWER=24.84 COMM_SIZE=4389 THREAT_PROB=0.6 RISK_SCORE=0.42 UNCERTAINTY=0.25 TEMPORAL_ENTROPY=0.37 SPECTRAL_ENERGY=8.29 SPATIAL_CORR=0.77,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=Zero-Day POLICY=alert_operator MTD=IP+Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
100,DATASET=SG_SECURITY NODE=N29 ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=0 VOLTAGE=236.93 FREQUENCY=49.89 POWER_FLOW=149.79 REACTIVE_POWER=36.36 COMM_SIZE=8471 THREAT_PROB=0.29 RISK_SCORE=0.47 UNCERTAINTY=0.48 TEMPORAL_ENTROPY=0.59 SPECTRAL_ENERGY=18.15 SPATIAL_CORR=0.85,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=Zero-Day POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
101,DATASET=SG_SECURITY NODE=N12 ACCESS=logout ATTACK_TYPE=DoS POLICY=restrict_access MTD=IP ATTACK_DETECTED=0 VOLTAGE=230.85 FREQUENCY=50.43 POWER_FLOW=86.12 REACTIVE_POWER=26.5 COMM_SIZE=1283 THREAT_PROB=0.94 RISK_SCORE=0.01 UNCERTAINTY=0.09 TEMPORAL_ENTROPY=0.81 SPECTRAL_ENERGY=18.58 SPATIAL_CORR=0.48,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=DoS POLICY=restrict_access MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
102,DATASET=SG_SECURITY NODE=N37 ACCESS=login ATTACK_TYPE=DoS POLICY=isolate_node MTD=Env ATTACK_DETECTED=1 VOLTAGE=227.69 FREQUENCY=50.2 POWER_FLOW=124.32 REACTIVE_POWER=30.51 COMM_SIZE=2823 THREAT_PROB=0.5 RISK_SCORE=0.42 UNCERTAINTY=0.36 TEMPORAL_ENTROPY=0.38 SPECTRAL_ENERGY=13.97 SPATIAL_CORR=0.75,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=DoS POLICY=isolate_node MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
103,DATASET=SG_SECURITY NODE=N16 ACCESS=login ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=Port ATTACK_DETECTED=0 VOLTAGE=223.71 FREQUENCY=49.59 POWER_FLOW=84.88 REACTIVE_POWER=37.45 COMM_SIZE=3233 THREAT_PROB=0.47 RISK_SCORE=0.65 UNCERTAINTY=0.0 TEMPORAL_ENTROPY=0.36 SPECTRAL_ENERGY=14.36 SPATIAL_CORR=0.39,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
104,DATASET=SG_SECURITY NODE=N7 ACCESS=login ATTACK_TYPE=DoS POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=220.45 FREQUENCY=49.89 POWER_FLOW=66.95 REACTIVE_POWER=37.17 COMM_SIZE=7028 THREAT_PROB=0.39 RISK_SCORE=0.55 UNCERTAINTY=0.26 TEMPORAL_ENTROPY=0.84 SPECTRAL_ENERGY=10.62 SPATIAL_CORR=0.76,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=DoS POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
105,DATASET=SG_SECURITY NODE=N8 ACCESS=file_access ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP ATTACK_DETECTED=1 VOLTAGE=232.87 FREQUENCY=50.27 POWER_FLOW=86.84 REACTIVE_POWER=27.41 COMM_SIZE=1381 THREAT_PROB=0.8 RISK_SCORE=0.99 UNCERTAINTY=0.0 TEMPORAL_ENTROPY=0.2 SPECTRAL_ENERGY=9.01 SPATIAL_CORR=0.27,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
