LineId,Content
157,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_15:00:00 NODE_ID=N6 VOLTAGE_LEVEL=212.19 FREQUENCY_SIGNAL=50.07 POWER_FLOW=121.89 REACTIVE_POWER=25.56 COMMUNICATION_LOG_SIZE=8229 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.43 SPECTRAL_ENERGY=19.19 SPATIAL_CORRELATION=0.61 WAVELET_COEFF_AVG=0.912 WAVELET_COEFF_STD=0.304 THREAT_PROBABILITY=0.35 ATTACK_TYPE=DoS RISK_SCORE=0.17 UNCERTAINTY=0.27 POLICY_ACTION=restrict_access REWARD_VALUE=0.12 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=1
158,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_15:15:00 NODE_ID=N22 VOLTAGE_LEVEL=228.02 FREQUENCY_SIGNAL=49.91 POWER_FLOW=92.41 REACTIVE_POWER=29.47 COMMUNICATION_LOG_SIZE=1762 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.48 SPECTRAL_ENERGY=7.28 SPATIAL_CORRELATION=0.79 WAVELET_COEFF_AVG=-0.077 WAVELET_COEFF_STD=0.432 THREAT_PROBABILITY=0.93 ATTACK_TYPE=Zero-Day RISK_SCORE=0.93 UNCERTAINTY=0.22 POLICY_ACTION=alert_operator REWARD_VALUE=0.99 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=1
159,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_15:30:00 NODE_ID=N23 VOLTAGE_LEVEL=207.56 FREQUENCY_SIGNAL=50.06 POWER_FLOW=107.45 REACTIVE_POWER=31.44 COMMUNICATION_LOG_SIZE=6948 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.43 SPECTRAL_ENERGY=6.26 SPATIAL_CORRELATION=0.45 WAVELET_COEFF_AVG=-0.529 WAVELET_COEFF_STD=0.488 THREAT_PROBABILITY=0.75 ATTACK_TYPE=Insider RISK_SCORE=0.43 UNCERTAINTY=0.15 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.79 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
160,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_15:45:00 NODE_ID=N21 VOLTAGE_LEVEL=222.32 FREQUENCY_SIGNAL=49.84 POWER_FLOW=90.83 REACTIVE_POWER=39.05 COMMUNICATION_LOG_SIZE=3150 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.75 SPECTRAL_ENERGY=13.18 SPATIAL_CORRELATION=0.65 WAVELET_COEFF_AVG=0.863 WAVELET_COEFF_STD=0.181 THREAT_PROBABILITY=0.21 ATTACK_TYPE=Insider RISK_SCORE=0.1 UNCERTAINTY=0.44 POLICY_ACTION=restrict_access REWARD_VALUE=0.33 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=0
161,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_16:00:00 NODE_ID=N46 VOLTAGE_LEVEL=221.55 FREQUENCY_SIGNAL=50.02 POWER_FLOW=103.64 REACTIVE_POWER=31.14 COMMUNICATION_LOG_SIZE=4307 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.82 SPECTRAL_ENERGY=7.7 SPATIAL_CORRELATION=0.36 WAVELET_COEFF_AVG=0.351 WAVELET_COEFF_STD=0.226 THREAT_PROBABILITY=0.74 ATTACK_TYPE=Zero-Day RISK_SCORE=0.87 UNCERTAINTY=0.29 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.38 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0
162,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_16:15:00 NODE_ID=N14 VOLTAGE_LEVEL=221.3 FREQUENCY_SIGNAL=50.38 POWER_FLOW=79.28 REACTIVE_POWER=30.63 COMMUNICATION_LOG_SIZE=5832 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.2 SPECTRAL_ENERGY=8.43 SPATIAL_CORRELATION=0.5 WAVELET_COEFF_AVG=-0.549 WAVELET_COEFF_STD=0.14 THREAT_PROBABILITY=0.7 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.89 UNCERTAINTY=0.11 POLICY_ACTION=isolate_node REWARD_VALUE=0.67 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=1
163,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_16:30:00 NODE_ID=N45 VOLTAGE_LEVEL=219.85 FREQUENCY_SIGNAL=49.57 POWER_FLOW=115.91 REACTIVE_POWER=32.9 COMMUNICATION_LOG_SIZE=2036 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.13 SPECTRAL_ENERGY=5.87 SPATIAL_CORRELATION=0.34 WAVELET_COEFF_AVG=-0.239 WAVELET_COEFF_STD=0.089 THREAT_PROBABILITY=0.67 ATTACK_TYPE=MITM RISK_SCORE=0.58 UNCERTAINTY=0.36 POLICY_ACTION=alert_operator REWARD_VALUE=0.18 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0
164,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_16:45:00 NODE_ID=N10 VOLTAGE_LEVEL=234.9 FREQUENCY_SIGNAL=50.12 POWER_FLOW=133.1 REACTIVE_POWER=29.96 COMMUNICATION_LOG_SIZE=8335 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.27 SPECTRAL_ENERGY=15.96 SPATIAL_CORRELATION=0.76 WAVELET_COEFF_AVG=0.322 WAVELET_COEFF_STD=0.272 THREAT_PROBABILITY=0.74 ATTACK_TYPE=Zero-Day RISK_SCORE=0.77 UNCERTAINTY=0.09 POLICY_ACTION=restrict_access REWARD_VALUE=0.93 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1
165,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_17:00:00 NODE_ID=N17 VOLTAGE_LEVEL=242.81 FREQUENCY_SIGNAL=49.3 POWER_FLOW=104.96 REACTIVE_POWER=36.62 COMMUNICATION_LOG_SIZE=9946 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.59 SPECTRAL_ENERGY=19.2 SPATIAL_CORRELATION=0.26 WAVELET_COEFF_AVG=0.662 WAVELET_COEFF_STD=0.046 THREAT_PROBABILITY=0.27 ATTACK_TYPE=Insider RISK_SCORE=0.72 UNCERTAINTY=0.28 POLICY_ACTION=isolate_node REWARD_VALUE=0.09 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=0
166,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_17:15:00 NODE_ID=N19 VOLTAGE_LEVEL=228.4 FREQUENCY_SIGNAL=50.08 POWER_FLOW=98.66 REACTIVE_POWER=28.14 COMMUNICATION_LOG_SIZE=1881 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.36 SPECTRAL_ENERGY=9.97 SPATIAL_CORRELATION=0.35 WAVELET_COEFF_AVG=-0.676 WAVELET_COEFF_STD=0.483 THREAT_PROBABILITY=0.28 ATTACK_TYPE=Zero-Day RISK_SCORE=0.94 UNCERTAINTY=0.14 POLICY_ACTION=alert_operator REWARD_VALUE=0.77 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=1
167,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_17:30:00 NODE_ID=N24 VOLTAGE_LEVEL=239.66 FREQUENCY_SIGNAL=49.63 POWER_FLOW=69.41 REACTIVE_POWER=28.81 COMMUNICATION_LOG_SIZE=8480 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.12 SPECTRAL_ENERGY=17.65 SPATIAL_CORRELATION=0.44 WAVELET_COEFF_AVG=-0.35 WAVELET_COEFF_STD=0.38 THREAT_PROBABILITY=0.45 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.84 UNCERTAINTY=0.45 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.04 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
168,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_17:45:00 NODE_ID=N37 VOLTAGE_LEVEL=223.05 FREQUENCY_SIGNAL=49.85 POWER_FLOW=99.6 REACTIVE_POWER=31.58 COMMUNICATION_LOG_SIZE=2982 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.76 SPECTRAL_ENERGY=13.99 SPATIAL_CORRELATION=0.36 WAVELET_COEFF_AVG=0.189 WAVELET_COEFF_STD=0.335 THREAT_PROBABILITY=0.9 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.7 UNCERTAINTY=0.06 POLICY_ACTION=alert_operator REWARD_VALUE=0.37 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0
169,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_18:00:00 NODE_ID=N45 VOLTAGE_LEVEL=223.79 FREQUENCY_SIGNAL=49.75 POWER_FLOW=109.12 REACTIVE_POWER=26.37 COMMUNICATION_LOG_SIZE=2763 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=1.0 SPECTRAL_ENERGY=16.46 SPATIAL_CORRELATION=0.57 WAVELET_COEFF_AVG=-0.104 WAVELET_COEFF_STD=0.385 THREAT_PROBABILITY=0.77 ATTACK_TYPE=DoS RISK_SCORE=0.89 UNCERTAINTY=0.38 POLICY_ACTION=isolate_node REWARD_VALUE=0.75 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1
170,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_18:15:00 NODE_ID=N19 VOLTAGE_LEVEL=218.62 FREQUENCY_SIGNAL=49.85 POWER_FLOW=123.57 REACTIVE_POWER=26.35 COMMUNICATION_LOG_SIZE=6000 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.66 SPECTRAL_ENERGY=10.43 SPATIAL_CORRELATION=0.47 WAVELET_COEFF_AVG=-0.213 WAVELET_COEFF_STD=0.041 THREAT_PROBABILITY=0.52 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.93 UNCERTAINTY=0.45 POLICY_ACTION=alert_operator REWARD_VALUE=0.42 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1
171,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_18:30:00 NODE_ID=N46 VOLTAGE_LEVEL=224.33 FREQUENCY_SIGNAL=49.85 POWER_FLOW=103.78 REACTIVE_POWER=17.83 COMMUNICATION_LOG_SIZE=6168 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.17 SPECTRAL_ENERGY=10.55 SPATIAL_CORRELATION=0.73 WAVELET_COEFF_AVG=-0.288 WAVELET_COEFF_STD=0.425 THREAT_PROBABILITY=0.96 ATTACK_TYPE=DoS RISK_SCORE=0.29 UNCERTAINTY=0.1 POLICY_ACTION=alert_operator REWARD_VALUE=0.56 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=0
172,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_18:45:00 NODE_ID=N6 VOLTAGE_LEVEL=221.58 FREQUENCY_SIGNAL=49.73 POWER_FLOW=69.95 REACTIVE_POWER=41.94 COMMUNICATION_LOG_SIZE=7136 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.61 SPECTRAL_ENERGY=14.89 SPATIAL_CORRELATION=0.29 WAVELET_COEFF_AVG=-0.514 WAVELET_COEFF_STD=0.428 THREAT_PROBABILITY=0.16 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.16 UNCERTAINTY=0.42 POLICY_ACTION=restrict_access REWARD_VALUE=0.25 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=0
173,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_19:00:00 NODE_ID=N6 VOLTAGE_LEVEL=229.79 FREQUENCY_SIGNAL=50.15 POWER_FLOW=92.2 REACTIVE_POWER=33.26 COMMUNICATION_LOG_SIZE=2632 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.94 SPECTRAL_ENERGY=8.48 SPATIAL_CORRELATION=0.89 WAVELET_COEFF_AVG=0.021 WAVELET_COEFF_STD=0.356 THREAT_PROBABILITY=0.08 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.5 UNCERTAINTY=0.43 POLICY_ACTION=alert_operator REWARD_VALUE=0.3 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1
174,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_19:15:00 NODE_ID=N42 VOLTAGE_LEVEL=239.68 FREQUENCY_SIGNAL=50.18 POWER_FLOW=88.01 REACTIVE_POWER=29.44 COMMUNICATION_LOG_SIZE=4566 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.25 SPECTRAL_ENERGY=6.44 SPATIAL_CORRELATION=0.88 WAVELET_COEFF_AVG=0.56 WAVELET_COEFF_STD=0.073 THREAT_PROBABILITY=0.72 ATTACK_TYPE=False_Data_Injection RISK_SCORE=1.0 UNCERTAINTY=0.2 POLICY_ACTION=restrict_access REWARD_VALUE=0.08 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0
175,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_19:30:00 NODE_ID=N23 VOLTAGE_LEVEL=237.27 FREQUENCY_SIGNAL=50.06 POWER_FLOW=91.51 REACTIVE_POWER=38.38 COMMUNICATION_LOG_SIZE=7106 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.95 SPECTRAL_ENERGY=19.1 SPATIAL_CORRELATION=0.58 WAVELET_COEFF_AVG=-0.262 WAVELET_COEFF_STD=0.252 THREAT_PROBABILITY=0.24 ATTACK_TYPE=Insider RISK_SCORE=0.21 UNCERTAINTY=0.25 POLICY_ACTION=alert_operator REWARD_VALUE=0.44 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0
176,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_19:45:00 NODE_ID=N32 VOLTAGE_LEVEL=249.19 FREQUENCY_SIGNAL=49.93 POWER_FLOW=80.72 REACTIVE_POWER=21.62 COMMUNICATION_LOG_SIZE=8653 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.74 SPECTRAL_ENERGY=19.55 SPATIAL_CORRELATION=0.42 WAVELET_COEFF_AVG=-0.577 WAVELET_COEFF_STD=0.433 THREAT_PROBABILITY=0.39 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.71 UNCERTAINTY=0.38 POLICY_ACTION=alert_operator REWARD_VALUE=0.93 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=1
177,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_20:00:00 NODE_ID=N36 VOLTAGE_LEVEL=232.65 FREQUENCY_SIGNAL=50.26 POWER_FLOW=98.13 REACTIVE_POWER=32.21 COMMUNICATION_LOG_SIZE=8050 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.24 SPECTRAL_ENERGY=5.57 SPATIAL_CORRELATION=0.58 WAVELET_COEFF_AVG=0.333 WAVELET_COEFF_STD=0.302 THREAT_PROBABILITY=0.92 ATTACK_TYPE=Insider RISK_SCORE=0.31 UNCERTAINTY=0.44 POLICY_ACTION=isolate_node REWARD_VALUE=0.32 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0
178,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_20:15:00 NODE_ID=N10 VOLTAGE_LEVEL=233.38 FREQUENCY_SIGNAL=50.44 POWER_FLOW=126.03 REACTIVE_POWER=29.18 COMMUNICATION_LOG_SIZE=3751 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.71 SPECTRAL_ENERGY=16.44 SPATIAL_CORRELATION=0.33 WAVELET_COEFF_AVG=-0.162 WAVELET_COEFF_STD=0.104 THREAT_PROBABILITY=0.28 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.09 UNCERTAINTY=0.27 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.06 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1
179,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_20:30:00 NODE_ID=N5 VOLTAGE_LEVEL=232.88 FREQUENCY_SIGNAL=50.04 POWER_FLOW=88.67 REACTIVE_POWER=33.87 COMMUNICATION_LOG_SIZE=3667 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.18 SPECTRAL_ENERGY=13.14 SPATIAL_CORRELATION=0.5 WAVELET_COEFF_AVG=0.812 WAVELET_COEFF_STD=0.121 THREAT_PROBABILITY=0.46 ATTACK_TYPE=DoS RISK_SCORE=0.22 UNCERTAINTY=0.36 POLICY_ACTION=isolate_node REWARD_VALUE=0.85 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
180,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_20:45:00 NODE_ID=N46 VOLTAGE_LEVEL=219.26 FREQUENCY_SIGNAL=49.99 POWER_FLOW=102.48 REACTIVE_POWER=31.24 COMMUNICATION_LOG_SIZE=4466 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.85 SPECTRAL_ENERGY=18.04 SPATIAL_CORRELATION=0.53 WAVELET_COEFF_AVG=-0.81 WAVELET_COEFF_STD=0.102 THREAT_PROBABILITY=0.42 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.06 UNCERTAINTY=0.31 POLICY_ACTION=restrict_access REWARD_VALUE=0.27 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0
181,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_21:00:00 NODE_ID=N20 VOLTAGE_LEVEL=234.34 FREQUENCY_SIGNAL=50.48 POWER_FLOW=90.41 REACTIVE_POWER=30.21 COMMUNICATION_LOG_SIZE=9592 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.41 SPECTRAL_ENERGY=7.74 SPATIAL_CORRELATION=0.28 WAVELET_COEFF_AVG=0.721 WAVELET_COEFF_STD=0.448 THREAT_PROBABILITY=0.55 ATTACK_TYPE=MITM RISK_SCORE=0.34 UNCERTAINTY=0.43 POLICY_ACTION=restrict_access REWARD_VALUE=0.39 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
182,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_21:15:00 NODE_ID=N13 VOLTAGE_LEVEL=224.94 FREQUENCY_SIGNAL=50.12 POWER_FLOW=86.47 REACTIVE_POWER=27.07 COMMUNICATION_LOG_SIZE=6969 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.1 SPECTRAL_ENERGY=8.34 SPATIAL_CORRELATION=0.22 WAVELET_COEFF_AVG=-0.525 WAVELET_COEFF_STD=0.022 THREAT_PROBABILITY=0.78 ATTACK_TYPE=Zero-Day RISK_SCORE=0.75 UNCERTAINTY=0.08 POLICY_ACTION=alert_operator REWARD_VALUE=0.39 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
183,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_21:30:00 NODE_ID=N10 VOLTAGE_LEVEL=226.69 FREQUENCY_SIGNAL=49.98 POWER_FLOW=104.04 REACTIVE_POWER=30.29 COMMUNICATION_LOG_SIZE=1692 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.42 SPECTRAL_ENERGY=14.12 SPATIAL_CORRELATION=0.44 WAVELET_COEFF_AVG=0.486 WAVELET_COEFF_STD=0.439 THREAT_PROBABILITY=0.86 ATTACK_TYPE=Zero-Day RISK_SCORE=0.45 UNCERTAINTY=0.06 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.78 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0
184,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_21:45:00 NODE_ID=N16 VOLTAGE_LEVEL=239.47 FREQUENCY_SIGNAL=50.04 POWER_FLOW=105.67 REACTIVE_POWER=15.98 COMMUNICATION_LOG_SIZE=7234 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.77 SPECTRAL_ENERGY=6.22 SPATIAL_CORRELATION=0.69 WAVELET_COEFF_AVG=0.232 WAVELET_COEFF_STD=0.054 THREAT_PROBABILITY=0.63 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.55 UNCERTAINTY=0.41 POLICY_ACTION=restrict_access REWARD_VALUE=0.11 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Port ATTACK_DETECTED=1
185,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_22:00:00 NODE_ID=N22 VOLTAGE_LEVEL=218.39 FREQUENCY_SIGNAL=50.06 POWER_FLOW=124.86 REACTIVE_POWER=19.68 COMMUNICATION_LOG_SIZE=2406 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.76 SPECTRAL_ENERGY=13.58 SPATIAL_CORRELATION=0.26 WAVELET_COEFF_AVG=-0.546 WAVELET_COEFF_STD=0.2 THREAT_PROBABILITY=0.25 ATTACK_TYPE=MITM RISK_SCORE=0.86 UNCERTAINTY=0.13 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.64 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
186,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_22:15:00 NODE_ID=N1 VOLTAGE_LEVEL=231.77 FREQUENCY_SIGNAL=49.92 POWER_FLOW=106.31 REACTIVE_POWER=14.38 COMMUNICATION_LOG_SIZE=3884 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.76 SPECTRAL_ENERGY=6.85 SPATIAL_CORRELATION=0.35 WAVELET_COEFF_AVG=0.588 WAVELET_COEFF_STD=0.32 THREAT_PROBABILITY=0.39 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.45 UNCERTAINTY=0.42 POLICY_ACTION=restrict_access REWARD_VALUE=0.81 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=0
187,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_22:30:00 NODE_ID=N45 VOLTAGE_LEVEL=247.76 FREQUENCY_SIGNAL=49.75 POWER_FLOW=131.6 REACTIVE_POWER=28.44 COMMUNICATION_LOG_SIZE=7583 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.78 SPECTRAL_ENERGY=11.76 SPATIAL_CORRELATION=0.81 WAVELET_COEFF_AVG=-0.473 WAVELET_COEFF_STD=0.223 THREAT_PROBABILITY=0.9 ATTACK_TYPE=MITM RISK_SCORE=0.65 UNCERTAINTY=0.5 POLICY_ACTION=alert_operator REWARD_VALUE=0.11 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1
188,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_22:45:00 NODE_ID=N35 VOLTAGE_LEVEL=229.74 FREQUENCY_SIGNAL=49.65 POWER_FLOW=77.07 REACTIVE_POWER=27.4 COMMUNICATION_LOG_SIZE=5397 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.38 SPECTRAL_ENERGY=14.93 SPATIAL_CORRELATION=0.31 WAVELET_COEFF_AVG=-0.214 WAVELET_COEFF_STD=0.455 THREAT_PROBABILITY=0.8 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.21 UNCERTAINTY=0.32 POLICY_ACTION=restrict_access REWARD_VALUE=0.64 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1
189,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_23:00:00 NODE_ID=N16 VOLTAGE_LEVEL=224.85 FREQUENCY_SIGNAL=50.3 POWER_FLOW=96.53 REACTIVE_POWER=30.93 COMMUNICATION_LOG_SIZE=1707 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.69 SPECTRAL_ENERGY=5.4 SPATIAL_CORRELATION=0.52 WAVELET_COEFF_AVG=-0.719 WAVELET_COEFF_STD=0.346 THREAT_PROBABILITY=0.89 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.09 UNCERTAINTY=0.03 POLICY_ACTION=alert_operator REWARD_VALUE=0.08 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
190,DATASET=SG_SECURITY TIMESTAMP=2024-01-02_23:15:00 NODE_ID=N25 VOLTAGE_LEVEL=227.97 FREQUENCY_SIGNAL=50.19 POWER_FLOW=116.18 REACTIVE_POWER=36.9 COMMUNICATION_LOG_SIZE=9617 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.27 SPECTRAL_ENERGY=15.56 SPATIAL_CORRELATION=0.21 WAVELET_COEFF_AVG=-0.976 WAVELET_COEFF_STD=0.375 THREAT_PROBABILITY=0.73 ATTACK_TYPE=Zero-Day RISK_SCORE=0.73 UNCERTAINTY=0.49 POLICY_ACTION=restrict_access REWARD_VALUE=0.33 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0
